name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
704 2021-2022 14MMS0645Z BGC,704,2021-2022,14MMS0645Z,BGC,Escolarizada,1334,2082,,3416,21,33,,54,0,0,,0
705 2021-2022 14MMS0646Z BGC,705,2021-2022,14MMS0646Z,BGC,Escolarizada,3187,2567,,5754,42,35,,77,1,2,,3
706 2021-2022 14MMS0647Y BGAI,706,2021-2022,14MMS0647Y,BGAI,Escolarizada,2,1,,3,0,0,,0,0,0,,0
707 2021-2022 14MMS0647Y BGC,707,2021-2022,14MMS0647Y,BGC,Escolarizada,1393,1901,,3294,25,22,,47,3,0,,3
708 2021-2022 14MMS0648X BGC,708,2021-2022,14MMS0648X,BGC,Escolarizada,1390,2006,,3396,20,32,,52,0,7,,7
709 2021-2022 14MMS0649W BGAI,709,2021-2022,14MMS0649W,BGAI,Escolarizada,16,19,,35,0,0,,0,0,0,,0
710 2021-2022 14MMS0649W BGC,710,2021-2022,14MMS0649W,BGC,Escolarizada,1997,2637,,4634,28,39,,67,3,4,,7
711 2021-2022 14MMS0650L 3093100005,711,2021-2022,14MMS0650L,3093100005,Escolarizada,161,331,,492,4,4,,8,0,0,,0
712 2021-2022 14MMS0650L 3095300007,712,2021-2022,14MMS0650L,3095300007,Escolarizada,164,356,,520,2,8,,10,0,0,,0
713 2021-2022 14MMS0650L BGAI,713,2021-2022,14MMS0650L,BGAI,Escolarizada,12,8,,20,0,0,,0,0,0,,0
714 2021-2022 14MMS0650L BGC,714,2021-2022,14MMS0650L,BGC,Escolarizada,1486,1814,,3300,23,29,,52,0,0,,0
715 2021-2022 14MMS0651K 3101600003,715,2021-2022,14MMS0651K,3101600003,Escolarizada,129,153,,282,3,4,,7,0,0,,0
716 2021-2022 14MMS0651K BGAI,716,2021-2022,14MMS0651K,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
717 2021-2022 14MMS0651K BGC,717,2021-2022,14MMS0651K,BGC,Escolarizada,483,665,,1148,11,16,,27,0,3,,3
718 2021-2022 14MMS0652J BGC,718,2021-2022,14MMS0652J,BGC,Escolarizada,276,325,,601,7,12,,19,0,0,,0
719 2021-2022 14MMS0653I BGC,719,2021-2022,14MMS0653I,BGC,Escolarizada,467,574,,1041,9,5,,14,0,1,,1
720 2021-2022 14MMS0654H BGAI,720,2021-2022,14MMS0654H,BGAI,Escolarizada,7,10,,17,0,0,,0,0,0,,0
721 2021-2022 14MMS0654H BGC,721,2021-2022,14MMS0654H,BGC,Escolarizada,607,1107,,1714,5,13,,18,0,0,,0
722 2021-2022 14MMS0655G BGC,722,2021-2022,14MMS0655G,BGC,Escolarizada,700,831,,1531,9,18,,27,1,2,,3
723 2021-2022 14MMS0656F BGC,723,2021-2022,14MMS0656F,BGC,Escolarizada,211,236,,447,0,2,,2,0,1,,1
724 2021-2022 14MMS0657E BGAI,724,2021-2022,14MMS0657E,BGAI,Escolarizada,39,46,,85,1,2,,3,0,0,,0
725 2021-2022 14MMS0657E BGC,725,2021-2022,14MMS0657E,BGC,Escolarizada,1216,1576,,2792,16,20,,36,1,0,,1
726 2021-2022 14MMS0658D BGC,726,2021-2022,14MMS0658D,BGC,Escolarizada,720,829,,1549,11,18,,29,0,0,,0
727 2021-2022 14MMS0659C 3042100026,727,2021-2022,14MMS0659C,3042100026,Escolarizada,60,62,,122,5,2,,7,0,0,,0
728 2021-2022 14MMS0659C BGC,728,2021-2022,14MMS0659C,BGC,Escolarizada,304,400,,704,8,21,,29,0,0,,0
729 2021-2022 14MMS0660S 3042000001,729,2021-2022,14MMS0660S,3042000001,Escolarizada,55,75,,130,1,0,,1,0,0,,0
730 2021-2022 14MMS0660S 3101600003,730,2021-2022,14MMS0660S,3101600003,Escolarizada,39,75,,114,0,1,,1,0,0,,0
731 2021-2022 14MMS0660S BGC,731,2021-2022,14MMS0660S,BGC,Escolarizada,236,244,,480,1,0,,1,0,0,,0
732 2021-2022 14MMS0661R BGC,732,2021-2022,14MMS0661R,BGC,Escolarizada,92,89,,181,1,1,,2,0,0,,0
733 2021-2022 14MMS0662Q BGC,733,2021-2022,14MMS0662Q,BGC,Escolarizada,134,150,,284,0,0,,0,0,0,,0
734 2021-2022 14MMS0663P BGC,734,2021-2022,14MMS0663P,BGC,Escolarizada,76,74,,150,1,2,,3,0,0,,0
735 2021-2022 14MMS0664O BGC,735,2021-2022,14MMS0664O,BGC,Escolarizada,85,98,,183,0,1,,1,0,0,,0
736 2021-2022 14MMS0665N BGC,736,2021-2022,14MMS0665N,BGC,Escolarizada,117,135,,252,1,1,,2,0,0,,0
737 2021-2022 14MMS0666M BGC,737,2021-2022,14MMS0666M,BGC,Escolarizada,114,159,,273,4,5,,9,0,0,,0
738 2021-2022 14MMS0667L BGC,738,2021-2022,14MMS0667L,BGC,Escolarizada,105,166,,271,0,0,,0,0,0,,0
739 2021-2022 14MMS0668K BGC,739,2021-2022,14MMS0668K,BGC,Escolarizada,280,340,,620,3,2,,5,0,0,,0
740 2021-2022 14MMS0669J BGC,740,2021-2022,14MMS0669J,BGC,Escolarizada,124,171,,295,4,3,,7,0,0,,0
741 2021-2022 14MMS0670Z BGC,741,2021-2022,14MMS0670Z,BGC,Escolarizada,74,96,,170,0,2,,2,0,0,,0
742 2021-2022 14MMS0671Y BGC,742,2021-2022,14MMS0671Y,BGC,Escolarizada,71,76,,147,0,0,,0,0,0,,0
743 2021-2022 14MMS0672X BGC,743,2021-2022,14MMS0672X,BGC,Escolarizada,34,39,,73,0,0,,0,0,0,,0
744 2021-2022 14MMS0673W BGC,744,2021-2022,14MMS0673W,BGC,Escolarizada,138,131,,269,0,2,,2,0,0,,0
745 2021-2022 14MMS0674V BGC,745,2021-2022,14MMS0674V,BGC,Escolarizada,82,88,,170,0,0,,0,0,0,,0
746 2021-2022 14MMS0675U BGC,746,2021-2022,14MMS0675U,BGC,Escolarizada,56,71,,127,1,3,,4,0,0,,0
747 2021-2022 14MMS0676T BGC,747,2021-2022,14MMS0676T,BGC,Escolarizada,115,135,,250,1,0,,1,0,0,,0
748 2021-2022 14MMS0677S BGC,748,2021-2022,14MMS0677S,BGC,Escolarizada,116,136,,252,0,0,,0,0,0,,0
749 2021-2022 14MMS0678R BGC,749,2021-2022,14MMS0678R,BGC,Escolarizada,130,111,,241,0,0,,0,0,0,,0
750 2021-2022 14MMS0679Q BGC,750,2021-2022,14MMS0679Q,BGC,Escolarizada,177,201,,378,0,0,,0,0,0,,0
751 2021-2022 14MMS0680F BGC,751,2021-2022,14MMS0680F,BGC,Escolarizada,99,112,,211,0,1,,1,0,0,,0
752 2021-2022 14MMS0681E BGC,752,2021-2022,14MMS0681E,BGC,Escolarizada,106,115,,221,3,1,,4,0,0,,0
753 2021-2022 14MMS0682D BGC,753,2021-2022,14MMS0682D,BGC,Escolarizada,134,135,,269,2,1,,3,0,0,,0
754 2021-2022 14MMS0683C BGC,754,2021-2022,14MMS0683C,BGC,Escolarizada,174,201,,375,1,3,,4,0,1,,1
755 2021-2022 14MMS0684B BGC,755,2021-2022,14MMS0684B,BGC,Escolarizada,58,69,,127,0,0,,0,0,0,,0
756 2021-2022 14MMS0685A BGC,756,2021-2022,14MMS0685A,BGC,Escolarizada,171,183,,354,3,2,,5,6,9,,15
757 2021-2022 14MMS0686Z BGC,757,2021-2022,14MMS0686Z,BGC,Escolarizada,122,132,,254,2,0,,2,54,46,,100
758 2021-2022 14MMS0687Z BGC,758,2021-2022,14MMS0687Z,BGC,Escolarizada,47,44,,91,1,2,,3,2,1,,3
759 2021-2022 14MMS0688Y BGC,759,2021-2022,14MMS0688Y,BGC,Escolarizada,68,78,,146,0,2,,2,4,3,,7
760 2021-2022 14MMS0689X BGC,760,2021-2022,14MMS0689X,BGC,Escolarizada,54,54,,108,0,0,,0,0,0,,0
761 2021-2022 14MMS0690M BGC,761,2021-2022,14MMS0690M,BGC,Escolarizada,28,37,,65,0,0,,0,0,0,,0
762 2021-2022 14MMS0691L BGC,762,2021-2022,14MMS0691L,BGC,Escolarizada,77,119,,196,0,0,,0,0,0,,0
763 2021-2022 14MMS0692K BGC,763,2021-2022,14MMS0692K,BGC,Escolarizada,124,115,,239,2,4,,6,0,0,,0
764 2021-2022 14MMS0693J BGC,764,2021-2022,14MMS0693J,BGC,Escolarizada,355,363,,718,1,1,,2,0,1,,1
765 2021-2022 14MMS0694I BGC,765,2021-2022,14MMS0694I,BGC,Escolarizada,77,102,,179,4,4,,8,0,0,,0
766 2021-2022 14MMS0695H BGC,766,2021-2022,14MMS0695H,BGC,Escolarizada,176,206,,382,3,3,,6,0,0,,0
767 2021-2022 14MMS0696G BGC,767,2021-2022,14MMS0696G,BGC,Escolarizada,229,298,,527,0,1,,1,0,0,,0
768 2021-2022 14MMS0697F BGC,768,2021-2022,14MMS0697F,BGC,Escolarizada,89,116,,205,1,2,,3,0,0,,0
769 2021-2022 14MMS0698E BGC,769,2021-2022,14MMS0698E,BGC,Escolarizada,233,182,,415,1,0,,1,0,0,,0
770 2021-2022 14MMS0699D 3081100003,770,2021-2022,14MMS0699D,3081100003,Escolarizada,55,42,,97,2,0,,2,0,0,,0
771 2021-2022 14MMS0699D BGC,771,2021-2022,14MMS0699D,BGC,Escolarizada,126,153,,279,5,1,,6,0,0,,0
772 2021-2022 14MMS0700C BGC,772,2021-2022,14MMS0700C,BGC,Escolarizada,96,127,,223,2,1,,3,0,0,,0
773 2021-2022 14MMS0701B BGC,773,2021-2022,14MMS0701B,BGC,Escolarizada,418,471,,889,4,8,,12,1,0,,1
774 2021-2022 14MMS0702A BGC,774,2021-2022,14MMS0702A,BGC,Escolarizada,85,82,,167,2,2,,4,0,0,,0
775 2021-2022 14MMS0703Z BGC,775,2021-2022,14MMS0703Z,BGC,Escolarizada,130,138,,268,0,0,,0,37,49,,86
776 2021-2022 14MMS0704Z BGC,776,2021-2022,14MMS0704Z,BGC,Escolarizada,86,101,,187,0,0,,0,0,0,,0
777 2021-2022 14MMS0705Y BGAI,777,2021-2022,14MMS0705Y,BGAI,Escolarizada,4,21,,25,0,0,,0,0,0,,0
778 2021-2022 14MMS0705Y BGC,778,2021-2022,14MMS0705Y,BGC,Escolarizada,338,436,,774,4,7,,11,0,1,,1
779 2021-2022 14MMS0706X BGC,779,2021-2022,14MMS0706X,BGC,Escolarizada,408,476,,884,13,16,,29,0,0,,0
780 2021-2022 14MMS0707W BGC,780,2021-2022,14MMS0707W,BGC,Escolarizada,344,430,,774,0,1,,1,0,0,,0
781 2021-2022 14MMS0708V BGC,781,2021-2022,14MMS0708V,BGC,Escolarizada,285,337,,622,6,4,,10,0,0,,0
782 2021-2022 14MMS0709U BGC,782,2021-2022,14MMS0709U,BGC,Escolarizada,198,210,,408,0,0,,0,0,0,,0
783 2021-2022 14MMS0710J BGC,783,2021-2022,14MMS0710J,BGC,Escolarizada,166,202,,368,0,0,,0,2,0,,2
784 2021-2022 14MMS0711I BGC,784,2021-2022,14MMS0711I,BGC,Escolarizada,93,104,,197,1,0,,1,0,0,,0
785 2021-2022 14MMS0712H BGC,785,2021-2022,14MMS0712H,BGC,Escolarizada,217,278,,495,3,2,,5,0,0,,0
786 2021-2022 14MMS0713G BGC,786,2021-2022,14MMS0713G,BGC,Escolarizada,260,288,,548,7,1,,8,0,0,,0
787 2021-2022 14MMS0714F BGC,787,2021-2022,14MMS0714F,BGC,Escolarizada,212,234,,446,10,8,,18,0,0,,0
788 2021-2022 14MMS0715E BGC,788,2021-2022,14MMS0715E,BGC,Escolarizada,90,152,,242,3,5,,8,0,0,,0
789 2021-2022 14MMS0716D BGC,789,2021-2022,14MMS0716D,BGC,Escolarizada,132,192,,324,0,0,,0,0,0,,0
790 2021-2022 14MMS0717C 3042000001,790,2021-2022,14MMS0717C,3042000001,Escolarizada,45,41,,86,0,0,,0,0,0,,0
791 2021-2022 14MMS0717C 3101600003,791,2021-2022,14MMS0717C,3101600003,Escolarizada,30,58,,88,0,1,,1,0,0,,0
792 2021-2022 14MMS0717C BGC,792,2021-2022,14MMS0717C,BGC,Escolarizada,259,219,,478,6,4,,10,0,0,,0
793 2021-2022 14MMS0718B 3042000001,793,2021-2022,14MMS0718B,3042000001,Escolarizada,45,37,,82,0,0,,0,0,0,,0
794 2021-2022 14MMS0718B 3101600003,794,2021-2022,14MMS0718B,3101600003,Escolarizada,68,98,,166,0,0,,0,0,0,,0
795 2021-2022 14MMS0718B BGC,795,2021-2022,14MMS0718B,BGC,Escolarizada,222,245,,467,1,1,,2,0,0,,0
796 2021-2022 14MMS0719A BGC,796,2021-2022,14MMS0719A,BGC,Escolarizada,105,118,,223,0,0,,0,0,0,,0
797 2021-2022 14MMS0720Q BGC,797,2021-2022,14MMS0720Q,BGC,Escolarizada,180,235,,415,1,0,,1,0,0,,0
798 2021-2022 14MMS0721P BGAI,798,2021-2022,14MMS0721P,BGAI,Escolarizada,13,10,,23,0,0,,0,0,0,,0
799 2021-2022 14MMS0721P BGC,799,2021-2022,14MMS0721P,BGC,Escolarizada,218,328,,546,3,7,,10,0,1,,1
800 2021-2022 14MMS0722O BGC,800,2021-2022,14MMS0722O,BGC,Escolarizada,233,291,,524,1,7,,8,1,0,,1
801 2021-2022 14MMS0723N BGC,801,2021-2022,14MMS0723N,BGC,Escolarizada,69,75,,144,1,1,,2,0,0,,0
802 2021-2022 14MMS0724M BGC,802,2021-2022,14MMS0724M,BGC,Escolarizada,104,128,,232,0,0,,0,0,0,,0
803 2021-2022 14MMS0725L BGC,803,2021-2022,14MMS0725L,BGC,Escolarizada,34,75,,109,1,2,,3,0,0,,0
804 2021-2022 14MMS0726K BGC,804,2021-2022,14MMS0726K,BGC,Escolarizada,47,52,,99,0,0,,0,0,0,,0
805 2021-2022 14MMS0727J BGC,805,2021-2022,14MMS0727J,BGC,Escolarizada,65,89,,154,0,0,,0,0,0,,0
806 2021-2022 14MMS0728I BGC,806,2021-2022,14MMS0728I,BGC,Escolarizada,66,62,,128,1,1,,2,0,0,,0
807 2021-2022 14MMS0730X BGC,807,2021-2022,14MMS0730X,BGC,Escolarizada,86,84,,170,0,1,,1,0,0,,0
808 2021-2022 14MMS0731W BGC,808,2021-2022,14MMS0731W,BGC,Escolarizada,85,67,,152,1,0,,1,1,0,,1
809 2021-2022 14MMS0732V BGC,809,2021-2022,14MMS0732V,BGC,Escolarizada,115,102,,217,0,0,,0,0,1,,1
810 2021-2022 14MMS0733U BGC,810,2021-2022,14MMS0733U,BGC,Escolarizada,67,48,,115,0,0,,0,0,1,,1
811 2021-2022 14MMS0734T BGC,811,2021-2022,14MMS0734T,BGC,Escolarizada,39,37,,76,0,1,,1,4,3,,7
812 2021-2022 14MMS0735S BGC,812,2021-2022,14MMS0735S,BGC,Escolarizada,52,41,,93,1,3,,4,0,0,,0
813 2021-2022 14MMS0736R BGC,813,2021-2022,14MMS0736R,BGC,Escolarizada,58,57,,115,0,0,,0,0,0,,0
814 2021-2022 14MMS0737Q BGC,814,2021-2022,14MMS0737Q,BGC,Escolarizada,41,57,,98,1,1,,2,0,0,,0
815 2021-2022 14MMS0738P BGC,815,2021-2022,14MMS0738P,BGC,Escolarizada,35,52,,87,0,0,,0,3,2,,5
816 2021-2022 14MMS0739O BGC,816,2021-2022,14MMS0739O,BGC,Escolarizada,115,117,,232,1,2,,3,0,0,,0
817 2021-2022 14MMS0740D BGC,817,2021-2022,14MMS0740D,BGC,Escolarizada,45,44,,89,0,0,,0,0,0,,0
818 2021-2022 14MMS0741C BGC,818,2021-2022,14MMS0741C,BGC,Escolarizada,59,80,,139,0,0,,0,0,0,,0
819 2021-2022 14MMS0742B BGC,819,2021-2022,14MMS0742B,BGC,Escolarizada,45,47,,92,0,0,,0,0,0,,0
820 2021-2022 14MMS0743A BGC,820,2021-2022,14MMS0743A,BGC,Escolarizada,47,43,,90,0,0,,0,0,0,,0
821 2021-2022 14MMS0744Z BGC,821,2021-2022,14MMS0744Z,BGC,Escolarizada,510,447,,957,8,14,,22,0,1,,1
822 2021-2022 14MMS0745Z BGC,822,2021-2022,14MMS0745Z,BGC,Escolarizada,35,51,,86,0,0,,0,0,0,,0
823 2021-2022 14MMS0746Y BGC,823,2021-2022,14MMS0746Y,BGC,Escolarizada,89,136,,225,1,1,,2,0,0,,0
824 2021-2022 14MMS0747X BGC,824,2021-2022,14MMS0747X,BGC,Escolarizada,161,225,,386,0,2,,2,0,0,,0
825 2021-2022 14MMS0748W 3081100003,825,2021-2022,14MMS0748W,3081100003,Escolarizada,94,47,,141,3,0,,3,0,0,,0
826 2021-2022 14MMS0748W BGC,826,2021-2022,14MMS0748W,BGC,Escolarizada,96,139,,235,0,0,,0,0,0,,0
827 2021-2022 14MMS0749V BGAI,827,2021-2022,14MMS0749V,BGAI,Escolarizada,117,199,,316,5,7,,12,2,1,,3
828 2021-2022 14MMS0750K BGC,828,2021-2022,14MMS0750K,BGC,Escolarizada,124,175,,299,6,12,,18,0,0,,0
829 2021-2022 14MMS0751J 3021600008,829,2021-2022,14MMS0751J,3021600008,Escolarizada,14,134,,148,0,0,,0,13,129,,142
830 2021-2022 14MMS0751J 3081100019,830,2021-2022,14MMS0751J,3081100019,Escolarizada,152,29,,181,0,0,,0,148,29,,177
831 2021-2022 14MMS0751J BGC,831,2021-2022,14MMS0751J,BGC,Escolarizada,0,0,,0,0,0,,0,0,0,,0
832 2021-2022 14MMS0752I 3061300004,832,2021-2022,14MMS0752I,3061300004,Escolarizada,446,279,,725,12,6,,18,1,1,,2
833 2021-2022 14MMS0752I 3073200001,833,2021-2022,14MMS0752I,3073200001,Escolarizada,356,388,,744,5,8,,13,0,2,,2
834 2021-2022 14MMS0752I BGAI,834,2021-2022,14MMS0752I,BGAI,Escolarizada,47,42,,89,0,2,,2,0,0,,0
835 2021-2022 14MMS0752I BGC,835,2021-2022,14MMS0752I,BGC,Escolarizada,609,1163,,1772,9,27,,36,2,1,,3
836 2021-2022 14MMS0753H BGAI,836,2021-2022,14MMS0753H,BGAI,Escolarizada,81,39,,120,1,0,,1,0,0,,0
837 2021-2022 14MMS0753H BGC,837,2021-2022,14MMS0753H,BGC,Escolarizada,1281,1614,,2895,21,22,,43,0,1,,1
838 2021-2022 14MMS0754G BGC,838,2021-2022,14MMS0754G,BGC,Escolarizada,108,119,,227,7,7,,14,0,0,,0
839 2021-2022 14MMS0755F BGC,839,2021-2022,14MMS0755F,BGC,Escolarizada,82,99,,181,2,0,,2,0,0,,0
840 2021-2022 14MMS0756E BGAI,840,2021-2022,14MMS0756E,BGAI,Escolarizada,18,3,,21,2,0,,2,0,0,,0
841 2021-2022 14MMS0756E BGC,841,2021-2022,14MMS0756E,BGC,Escolarizada,1230,1564,,2794,22,19,,41,8,5,,13
842 2021-2022 14MMS0757D BGAI,842,2021-2022,14MMS0757D,BGAI,Escolarizada,21,9,,30,1,0,,1,0,0,,0
843 2021-2022 14MMS0757D BGC,843,2021-2022,14MMS0757D,BGC,Escolarizada,1210,1503,,2713,21,33,,54,3,2,,5
844 2021-2022 14MMS0758C BGC,844,2021-2022,14MMS0758C,BGC,Escolarizada,100,87,,187,3,1,,4,0,0,,0
845 2021-2022 14MMS0759B BGAI,845,2021-2022,14MMS0759B,BGAI,Escolarizada,57,25,,82,1,0,,1,0,0,,0
846 2021-2022 14MMS0759B BGC,846,2021-2022,14MMS0759B,BGC,Escolarizada,1428,1843,,3271,17,27,,44,1,1,,2
847 2021-2022 14MMS0760R BGC,847,2021-2022,14MMS0760R,BGC,Escolarizada,42,47,,89,0,1,,1,0,0,,0
848 2021-2022 14MMS0761Q BGC,848,2021-2022,14MMS0761Q,BGC,Escolarizada,120,155,,275,1,1,,2,0,0,,0
849 2021-2022 14MMS0762P BGC,849,2021-2022,14MMS0762P,BGC,Escolarizada,109,149,,258,1,0,,1,0,0,,0
850 2021-2022 14MMS0763O BGC,850,2021-2022,14MMS0763O,BGC,Escolarizada,57,53,,110,0,0,,0,0,0,,0
851 2021-2022 14MMS0764N BGC,851,2021-2022,14MMS0764N,BGC,Escolarizada,80,97,,177,1,0,,1,0,0,,0
852 2021-2022 14MMS0766L BGC,852,2021-2022,14MMS0766L,BGC,Escolarizada,33,45,,78,0,0,,0,0,0,,0
853 2021-2022 14MMS0767K BGC,853,2021-2022,14MMS0767K,BGC,Escolarizada,339,372,,711,4,9,,13,0,0,,0
854 2021-2022 14MMS0768J BGC,854,2021-2022,14MMS0768J,BGC,Escolarizada,113,106,,219,1,5,,6,0,0,,0
855 2021-2022 14MMS0769I BGC,855,2021-2022,14MMS0769I,BGC,Escolarizada,102,128,,230,0,4,,4,0,0,,0
856 2021-2022 14MMS0770Y BGC,856,2021-2022,14MMS0770Y,BGC,Escolarizada,51,56,,107,1,1,,2,0,0,,0
857 2021-2022 14MMS0771X BGC,857,2021-2022,14MMS0771X,BGC,Escolarizada,159,220,,379,1,0,,1,0,0,,0
858 2021-2022 14MMS0772W BGC,858,2021-2022,14MMS0772W,BGC,Escolarizada,48,55,,103,2,2,,4,0,0,,0
859 2021-2022 14MMS0773V BGC,859,2021-2022,14MMS0773V,BGC,Escolarizada,989,949,,1938,13,20,,33,0,0,,0
860 2021-2022 14MMS0774U 2092100004,860,2021-2022,14MMS0774U,2092100004,Escolarizada,340,962,,1302,7,8,,15,1,6,,7
861 2021-2022 14MMS0775T 2021300033,861,2021-2022,14MMS0775T,2021300033,Escolarizada,282,141,,423,15,3,,18,0,0,,0
862 2021-2022 14MMS0776S 2062200007,862,2021-2022,14MMS0776S,2062200007,Escolarizada,0,0,,0,0,0,,0,0,0,,0
863 2021-2022 14MMS0776S 2062200013,863,2021-2022,14MMS0776S,2062200013,Escolarizada,893,261,,1154,26,4,,30,0,0,,0
864 2021-2022 14MMS0776S 2071100002,864,2021-2022,14MMS0776S,2071100002,Escolarizada,927,45,,972,13,1,,14,0,0,,0
865 2021-2022 14MMS0776S 2071200002,865,2021-2022,14MMS0776S,2071200002,Escolarizada,508,21,,529,14,0,,14,0,0,,0
866 2021-2022 14MMS0776S 2071400001,866,2021-2022,14MMS0776S,2071400001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
867 2021-2022 14MMS0776S 2071400003,867,2021-2022,14MMS0776S,2071400003,Escolarizada,307,322,,629,6,6,,12,0,0,,0
868 2021-2022 14MMS0776S 2072100002,868,2021-2022,14MMS0776S,2072100002,Escolarizada,286,678,,964,4,8,,12,0,1,,1
869 2021-2022 14MMS0776S 2072300001,869,2021-2022,14MMS0776S,2072300001,Escolarizada,148,50,,198,4,1,,5,0,0,,0
870 2021-2022 14MMS0776S 2072400001,870,2021-2022,14MMS0776S,2072400001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
871 2021-2022 14MMS0776S 2072400002,871,2021-2022,14MMS0776S,2072400002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
872 2021-2022 14MMS0776S 2072400003,872,2021-2022,14MMS0776S,2072400003,Escolarizada,158,50,,208,3,0,,3,0,0,,0
873 2021-2022 14MMS0776S 2101500001,873,2021-2022,14MMS0776S,2101500001,Escolarizada,0,0,,0,0,0,,0,0,0,,0
874 2021-2022 14MMS0776S 3071700002,874,2021-2022,14MMS0776S,3071700002,Escolarizada,74,110,,184,2,2,,4,0,1,,1
875 2021-2022 14MMS0776S 3073200001,875,2021-2022,14MMS0776S,3073200001,Escolarizada,443,256,,699,13,6,,19,1,0,,1
876 2021-2022 14MMS0777R 2092100004,876,2021-2022,14MMS0777R,2092100004,Escolarizada,133,392,,525,4,4,,8,0,0,,0
877 2021-2022 14MMS0798D BGC,877,2021-2022,14MMS0798D,BGC,Escolarizada,312,360,,672,4,6,,10,0,0,,0
878 2021-2022 14MMS0799C 2051200001,878,2021-2022,14MMS0799C,2051200001,Escolarizada,182,301,,483,2,4,,6,0,0,,0
879 2021-2022 14MMS0799C 2062100003,879,2021-2022,14MMS0799C,2062100003,Escolarizada,142,76,,218,3,0,,3,0,0,,0
880 2021-2022 14MMS0799C 2062200007,880,2021-2022,14MMS0799C,2062200007,Escolarizada,590,267,,857,18,2,,20,1,0,,1
881 2021-2022 14MMS0799C 2071100002,881,2021-2022,14MMS0799C,2071100002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
882 2021-2022 14MMS0799C 2071200002,882,2021-2022,14MMS0799C,2071200002,Escolarizada,0,0,,0,0,0,,0,0,0,,0
883 2021-2022 14MMS0799C 2071200011,883,2021-2022,14MMS0799C,2071200011,Escolarizada,227,58,,285,5,2,,7,0,1,,1
884 2021-2022 14MMS0799C 2072000001,884,2021-2022,14MMS0799C,2072000001,Escolarizada,120,48,,168,3,1,,4,0,0,,0
885 2021-2022 14MMS0799C 3041100005,885,2021-2022,14MMS0799C,3041100005,Escolarizada,165,268,,433,4,3,,7,0,0,,0
886 2021-2022 14MMS0799C 3042000001,886,2021-2022,14MMS0799C,3042000001,Escolarizada,279,470,,749,6,7,,13,0,0,,0
887 2021-2022 14MMS0817B BGC,887,2021-2022,14MMS0817B,BGC,Escolarizada,239,190,,429,2,1,,3,1,0,,1
888 2021-2022 14MMS0818A BGAI,888,2021-2022,14MMS0818A,BGAI,Escolarizada,135,87,,222,4,5,,9,0,0,,0
889 2021-2022 14MMS0818A BGC,889,2021-2022,14MMS0818A,BGC,Escolarizada,1534,2446,,3980,16,51,,67,0,0,,0
890 2021-2022 14MMS0827I BGC,890,2021-2022,14MMS0827I,BGC,Escolarizada,125,152,,277,0,0,,0,0,0,,0
891 2021-2022 14MMS0832U BGC,891,2021-2022,14MMS0832U,BGC,Escolarizada,96,112,,208,1,0,,1,0,0,,0
892 2021-2022 14MMS0844Z BGC,892,2021-2022,14MMS0844Z,BGC,Escolarizada,1677,1630,,3307,27,31,,58,2,1,,3
893 2021-2022 14MMS0878P BGC,893,2021-2022,14MMS0878P,BGC,Escolarizada,52,49,,101,0,1,,1,0,0,,0
894 2021-2022 14MMS0879O BGC,894,2021-2022,14MMS0879O,BGC,Escolarizada,64,72,,136,2,0,,2,0,0,,0
