name,orden,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,conteo,clasificacion_plantel,region_jalisco,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,notas
811 Planteles -69 - 2024 - SEMS - 14MMS0667L,69,2024,SEMS,14MMS0619B,14MMS0667L,Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,Módulo,1,Regional,Región Altos Sur,San Ignacio Cerro Gordo,San Ignacio Cerro Gordo,Calle Nińos Héroes,120,N/A,47190,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,
811 Planteles -70 - 2024 - SEMS - 14MMS0728I,70,2024,SEMS,14MMS0619B,14MMS0728I,Módulo Santa María del Valle,Módulo Santa María del Valle,Módulo,1,Regional,Región Altos Sur,Arandas,Arandas,Calle Jesús Campos,S/N,N/A,47196,http://prepaarandas.sems.udg.mx,prepaarandas.sems.udg.mx,
811 Planteles -71 - 2024 - SEMS - 14MMS0618C,71,2024,SEMS,,14MMS0618C,Escuela Preparatoria Regional de Atotonilco,EPR de Atotonilco,Escuela,1,Regional,Región Ciénega,Atotonilco el Alto,Atotonilco el Alto,Carretera Guadalajara - México,Km 84,N/A,47750,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,
811 Planteles -72 - 2024 - SEMS - 14MMS0668K,72,2024,SEMS,14MMS0618C,14MMS0668K,Módulo Ayotlán,Módulo Ayotlán,Módulo,1,Regional,Región Ciénega,Ayotlán,Ayotlan,Carretera Ayotlan - La Piedad,Km 0.5,N/A,47930,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,
811 Planteles -73 - 2024 - SEMS - 14MMS0747X,73,2024,SEMS,14MMS0618C,14MMS0747X,Módulo La Ribera,Módulo La Ribera,Módulo,1,Regional,Región Ciénega,Ayotlán,Ayotlan,Calle Benito Juárez,S/N,N/A,47930,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,
811 Planteles -74 - 2024 - SEMS - 14MMS0750K,74,2024,SEMS,14MMS0618C,14MMS0750K,Módulo San Francisco de Asís,Módulo San Francisco de Asís,Módulo,1,Regional,Región Ciénega,Atotonilco el Alto,Atotonilco el Alto,Calle Orozco ,S/N,N/A,47755,http://prepaatotonilco.sems.udg.mx,prepaatotonilco.sems.udg.mx,
811 Planteles -75 - 2024 - SEMS - 14MMS0621Q,75,2024,SEMS,,14MMS0621Q,Escuela Preparatoria Regional de Autlán,EPR de Autlán de Navarro,Escuela,1,Regional,Región Sierra de Amula,Autlán de Navarro,Autlán de Navarro,Avenida Universidad ,407,N/A,48900,http://prepaautlan.sems.udg.mx,prepaautlan.sems.udg.mx,
811 Planteles -76 - 2024 - SEMS - 14MMS0622P,76,2024,SEMS,,14MMS0622P,Escuela Preparatoria Regional de Casimiro Castillo,EPR de Casimiro Castillo,Escuela,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Carretera Guadalajara - Barra de Navidad,Km 1.5,N/A,48930,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -77 - 2024 - SEMS - 14MMS0732V,77,2024,SEMS,14MMS0622P,14MMS0732V,Módulo Ayotitlán,Módulo Ayotitlán,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Carretera El Rincón de Ayotitlán,Km 1,N/A,48962,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -78 - 2024 - SEMS - 14MMS0733U,78,2024,SEMS,14MMS0622P,14MMS0733U,Módulo Chacala,Módulo Chacala,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Calle Independencia,S/N,N/A,48967,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -79 - 2024 - SEMS - 14MMS0674V,79,2024,SEMS,14MMS0622P,14MMS0674V,Módulo Cuautitlán de García Barragán,Módulo Cuautitlán,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Avenida Prolongación Hidalgo,150,N/A,48950,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -80 - 2024 - SEMS - 14MMS0675U,80,2024,SEMS,14MMS0622P,14MMS0675U,Módulo H. Galeana,Módulo Hermenegildo Galeana,Módulo,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Calle Juan De Dios Peza,1,N/A,48940,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -81 - 2024 - SEMS - 14MMS0676T,81,2024,SEMS,14MMS0622P,14MMS0676T,Módulo La Huerta,Módulo La Huerta,Módulo,1,Regional,Región Costa Sur,La Huerta,La Huerta,Calle Lic. Luis Echeverría Álvarez,S/N,N/A,48850,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -82 - 2024 - SEMS - 14MMS0736R,82,2024,SEMS,14MMS0622P,14MMS0736R,Módulo Telcruz,Módulo Telcruz,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Camino Al campo de fútbol,S/N,N/A,48963,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -83 - 2024 - SEMS - 14MMS0677S,83,2024,SEMS,14MMS0622P,14MMS0677S,Módulo Villa Purificación,Módulo Villa Purificación,Módulo,1,Regional,Región Costa Sur,Villa Purificación,Villa Purificación,Calle Marcelino García Barragán ,51,N/A,48800,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -84 - 2024 - SEMS - 14MMS0734T,84,2024,SEMS,14MMS0622P,14MMS0734T,Módulo Cuzalapa,Módulo Cuzalapa,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Camino Al Basurero,S/N,N/A,48954,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -85 - 2024 - SEMS - 14MMS0735S,85,2024,SEMS,14MMS0622P,14MMS0735S,Módulo Tecomates,Módulo Tecomates,Módulo,1,Regional,Región Costa Sur,Casimiro Castillo,Casimiro Castillo,Avenida Independencia,S/N,N/A,48946,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -86 - 2024 - SEMS - 14MMS0737Q,86,2024,SEMS,14MMS0622P,14MMS0737Q,Módulo Tequesquitlán,Módulo Tequesquitlán,Módulo,1,Regional,Región Costa Sur,Cuautitlán de García Barragán,Cuautitlán de García Barragán,Calle Zaragoza ,S/N,N/A,48965,http://prepacasimiro.sems.udg.mx,prepacasimiro.sems.udg.mx,
811 Planteles -87 - 2024 - SEMS - 14MMS0651K,87,2024,SEMS,,14MMS0651K,Escuela Preparatoria Regional de Chapala,EPR de Chapala,Escuela,1,Regional,Región Sureste,Chapala,Chapala,Avenida Teófilo Silva,1,N/A,45900,http://prepachapala.sems.udg.mx,prepachapala.sems.udg.mx,
811 Planteles -88 - 2024 - SEMS - 14MMS0698E,88,2024,SEMS,14MMS0651K,14MMS0698E,Módulo de Mezcala,Módulo Mezcala de la Asunción,Módulo,1,Regional,Región Ciénega,Poncitlán,Poncitlán,Calle Encarnación Rosas ,206,N/A,45970,http://prepachapala.sems.udg.mx,prepachapala.sems.udg.mx,
811 Planteles -89 - 2024 - SEMS - 14MMS0624N,89,2024,SEMS,,14MMS0624N,Escuela Preparatoria Regional de Cihuatlán,EPR de Cihuatlán,Escuela,1,Regional,Región Costa Sur,Cihuatlán,Cihuatlán,Calle Bachilleres ,S/N,N/A,48970,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,
811 Planteles -90 - 2024 - SEMS - 14MMS0682D,90,2024,SEMS,14MMS0624N,14MMS0682D,Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,Módulo,1,Regional,Región Costa Sur,La Huerta,La Huerta,Avenida Preparatoria ,S/N,N/A,48893,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,
811 Planteles -91 - 2024 - SEMS - 14MMS0683C,91,2024,SEMS,14MMS0624N,14MMS0683C,Módulo San Patricio Melaque,Módulo San Patricio Melaque,Módulo,1,Regional,Región Costa Sur,Cihuatlán,Cihuatlán,Prolongación Hidalgo  ,1080,N/A,48980,http://prepacihuatlan.sems.udg.mx,prepacihuatlan.sems.udg.mx,
811 Planteles -92 - 2024 - SEMS - 14MMS0626L,92,2024,SEMS,,14MMS0626L,Escuela Preparatoria Regional de Ciudad Guzmán,EPR de Ciudad Guzmán,Escuela,1,Regional,Región Sur,Zapotlán el Grande,Zapotlán el Grande,Avenida Juan José Arreola,850,N/A,49026,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,
811 Planteles -93 - 2024 - SEMS - 14MMS0758C,93,2024,SEMS,14MMS0626L,14MMS0758C,Módulo Copala,Módulo Copala,Módulo,1,Regional,Región Sur,Tolimán,Tolimán,Calle Libertad ,S/N,N/A,49760,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,
811 Planteles -94 - 2024 - SEMS - 14MMS0680F,94,2024,SEMS,14MMS0626L,14MMS0680F,Módulo Tolimán,Módulo Tolimán,Módulo,1,Regional,Región Sur,Tolimán,Tolimán,Prolongación Aldama ,S/N,N/A,49750,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,
811 Planteles -95 - 2024 - SEMS - 14MMS0681E,95,2024,SEMS,14MMS0626L,14MMS0681E,Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,Módulo,1,Regional,Región Sur,Zapotitlán de Vadillo,Zapotitlán de Vadillo,Calle Pedro de Gante,123,N/A,49770,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,
811 Planteles -96 - 2024 - SEMS - 14MMS0707W,96,2024,SEMS,,14MMS0707W,Escuela Preparatoria Regional de Cocula,EPR de Cocula,Escuela,1,Regional,Región Lagunas,Cocula,Cocula,Calle Ángulo ,90,N/A,48500,http://prepacocula.sems.udg.mx,prepacocula.sems.udg.mx,
811 Planteles -97 - 2024 - SEMS - 14MMS0625M,97,2024,SEMS,,14MMS0625M,Escuela Preparatoria Regional de Colotlán,EPR de Colotlán,Escuela,1,Regional,Región Norte,Colotlán,Colotlán,Calle Benemérita Universidad de Guadalajara,2,N/A,46200,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,
811 Planteles -98 - 2024 - SEMS - 14MMS0738P,98,2024,SEMS,14MMS0625M,14MMS0738P,Módulo Bolańos,Módulo Bolańos,Módulo,1,Regional,Región Norte,Bolańos,Bolańos,Calle La playita,13,N/A,46130,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,
811 Planteles -99 - 2024 - SEMS - 14MMS0684B,99,2024,SEMS,14MMS0625M,14MMS0684B,Módulo Huejúcar,Módulo Huejúcar,Módulo,1,Regional,Región Norte,Huejúcar,Huejúcar,Calle Jazmín ,16,N/A,46260,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,
811 Planteles -100 - 2024 - SEMS - 14MMS0687Z,100,2024,SEMS,14MMS0625M,14MMS0687Z,Módulo San Martin de Bolańos,Módulo San Martín de Bolańos,Módulo,1,Regional,Región Norte,San Martín de Bolańos,San Martín de Bolańos,Calle 5 de Mayo,10,N/A,46350,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,
811 Planteles -101 - 2024 - SEMS - 14MMS0688Y,101,2024,SEMS,14MMS0625M,14MMS0688Y,Módulo Villa Guerrero,Módulo Villa Guerrero,Módulo,1,Regional,Región Norte,Villa Guerrero,Villa Guerrero,Calle Pino Suárez,S/N,N/A,46100,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,
811 Planteles -102 - 2024 - SEMS - 14MMS0652J,102,2024,SEMS,,14MMS0652J,Escuela Preparatoria Regional de Degollado,EPR de Degollado,Escuela,1,Regional,Región Ciénega,Degollado,Degollado,Calle Roberto Quezada Ońate,S/N,N/A,47980,http://prepadegollado.sems.udg.mx,prepadegollado.sems.udg.mx,
811 Planteles -103 - 2024 - SEMS - 14MMS0718B,103,2024,SEMS,,14MMS0718B,Escuela Preparatoria Regional de El Arenal,EPR de El Arenal,Escuela,1,Regional,Región Valles,El Arenal,El Arenal,Calle Retinto,12,N/A,45350,http://prepaelarenal.sems.udg.mx,prepaelarenal.sems.udg.mx,
811 Planteles -104 - 2024 - SEMS - 14MMS0637R,104,2024,SEMS,,14MMS0637R,Escuela Preparatoria Regional de El Grullo,EPR de El Grullo,Escuela,1,Regional,Región Sierra de Amula,El Grullo,El Grullo,Circunvalación Poniente,S/N,N/A,48740,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,
811 Planteles -105 - 2024 - SEMS - 14MMS0760R,105,2024,SEMS,14MMS0637R,14MMS0760R,Módulo El Chante,Módulo El Chante,Módulo,1,Regional,Región Sierra de Amula,Autlán de Navarro,Autlán de Navarro,Calle Jesús Martínez,80,N/A,48918,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,
811 Planteles -106 - 2024 - SEMS - 14MMS0671Y,106,2024,SEMS,14MMS0637R,14MMS0671Y,Módulo El Limón,Módulo El Limón,Módulo,1,Regional,Región Sierra de Amula,El Limón,El Limón,Calle Lázaro Cárdenas,50,N/A,48700,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,
811 Planteles -107 - 2024 - SEMS - 14MMS0673W,107,2024,SEMS,14MMS0637R,14MMS0673W,Módulo Tonaya,Módulo Tonaya,Módulo,1,Regional,Región Sierra de Amula,Tonaya,Tonaya,Calle Tenochtitlán ,40,N/A,48760,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,
811 Planteles -108 - 2024 - SEMS - 14MMS0731W,108,2024,SEMS,14MMS0637R,14MMS0731W,Módulo Tuxcacuesco,Módulo Tuxcacuesco,Módulo,1,Regional,Región Sierra de Amula,Tuxcacuesco,Tuxcacuesco,Prolongación Centenario ,S/N,N/A,48770,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,
811 Planteles -109 - 2024 - SEMS - 14MMS0654H,109,2024,SEMS,,14MMS0654H,Escuela Preparatoria Regional de El Salto,EPR de El Salto,Escuela,1,Metropolitano,Región Centro,El Salto,El Salto,Avenida Revolución ,80,N/A,45680,http://prepaelsalto.sems.udg.mx,prepaelsalto.sems.udg.mx,
811 Planteles -110 - 2024 - SEMS - 14MMS0879O,110,2024,SEMS,14MMS0654H,14MMS0879O,Módulo Juanacatlán,Módulo Juanacatlán,Módulo,1,Metropolitano,Región Centro,Juanacatlán,Juanacatlán,Calle Juárez ,58,N/A,45880,http://prepaelsalto.sems.udg.mx,prepaelsalto.sems.udg.mx,
811 Planteles -111 - 2024 - SEMS - 14MMS0642C,111,2024,SEMS,,14MMS0642C,Escuela Preparatoria Regional de Etzatlán,EPR de Etzatlán,Escuela,1,Regional,Región Valles,Etzatlán,Etzatlán,Calle Sinaloa Poniente,175,N/A,46500,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,
811 Planteles -112 - 2024 - SEMS - 14MMS0726K,112,2024,SEMS,14MMS0642C,14MMS0726K,Módulo Oconahua,Módulo Oconahua,Módulo,1,Regional,Región Valles,Etzatlán,Etzatlán,Calle Ramón García Preciado,20,N/A,46530,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,
811 Planteles -113 - 2024 - SEMS - 14MMS0661R,113,2024,SEMS,14MMS0642C,14MMS0661R,Módulo San Marcos,Módulo San Marcos,Módulo,1,Regional,Región Valles,San Marcos,San Marcos,Calle Constitución ,70,N/A,46540,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,
811 Planteles -114 - 2024 - SEMS - 14MMS0685A,114,2024,SEMS,,14MMS0685A,Escuela Preparatoria Regional de Huejuquilla el Alto,EPR de Huejuquilla el Alto,Escuela,1,Regional,Región Norte,Huejuquilla el Alto,Huejuquilla el Alto,Calle Allende,68,N/A,46000,http://prepahuejuquilla.sems.udg.mx,prepahuejuquilla.sems.udg.mx,
811 Planteles -115 - 2024 - SEMS - 14MMS0686Z,115,2024,SEMS,14MMS0685A,14MMS0686Z,Módulo Mezquitic,Módulo Mezquitic,Módulo,1,Regional,Región Norte,Mezquitic,Mezquitic,Prolongación Ignacio Allende ,99,N/A,46040,http://prepahuejuquilla.sems.udg.mx,prepahuejuquilla.sems.udg.mx,
811 Planteles -116 - 2024 - SEMS - 14MMS0798D,116,2024,SEMS,,14MMS0798D,Escuela Preparatoria Regional de Ixtlahuacán de los Membrillos,EPR Ixtlahuacán de los Membrillos,Escuela,1,Metropolitano,Región Centro,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,Circuito Real del Lago Sur,475,N/A,45877,http://prepaixtlahuacan.sems.udg.mx,prepaixtlahuacan.sems.udg.mx,
811 Planteles -117 - 2024 - SEMS - 14MMS0705Y,117,2024,SEMS,,14MMS0705Y,Escuela Preparatoria Regional de Jalostotitlán,EPR de Jalostotitlán,Escuela,1,Regional,Región Altos Sur,Jalostotitlán,Jalostotitlán,Calle Ramón Corona,174,N/A,47120,http://prepajalostotitlan.sems.udg.mx,prepajalostotitlan.sems.udg.mx,
811 Planteles -118 - 2024 - SEMS - 14MMS0693J,118,2024,SEMS,,14MMS0693J,Escuela Preparatoria Regional de Jamay,EPR de Jamay,Escuela,1,Regional,Región Ciénega,Jamay,Jamay,Calle Obispo Ramón Godínez,68,N/A,47900,http://prepajamay.sems.udg.mx,prepajamay.sems.udg.mx,
811 Planteles -119 - 2024 - SEMS - 14MMS0653I,119,2024,SEMS,,14MMS0653I,Escuela Preparatoria de Jocotepec,EPR de Jocotepec,Escuela,1,Regional,Región Sureste,Jocotepec,Jocotepec,Calle Donato Guerra,105,N/A,45800,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,
811 Planteles -120 - 2024 - SEMS - 14MMS0678R,120,2024,SEMS,14MMS0653I,14MMS0678R,Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,Módulo,1,Regional,Región Sureste,Concepción de Buenos Aires,Concepción de Buenos Aires,Prolongación Ignacio S. Romo Norte,118,N/A,49170,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,
811 Planteles -121 - 2024 - SEMS - 14MMS0691L,121,2024,SEMS,14MMS0653I,14MMS0691L,Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,Módulo,1,Regional,Región Sureste,La Manzanilla de la Paz,La Manzanilla de la Paz,Prolongación Lázaro Cárdenas,549,N/A,49401,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,
811 Planteles -122 - 2024 - SEMS - 14MMS0692K,122,2024,SEMS,14MMS0653I,14MMS0692K,Módulo Tizapán el Alto,Módulo Tizapán el Alto,Módulo,1,Regional,Región Sureste,Tizapán el Alto,Tizapán el Alto,Calle Revolución de 1910,S/N,N/A,49400,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,
811 Planteles -123 - 2024 - SEMS - 14MMS0635T,123,2024,SEMS,,14MMS0635T,Escuela Preparatoria Regional de La Barca,EPR de La Barca,Escuela,1,Regional,Región Ciénega,La Barca,La Barca,Calle Raymundo Vázquez Herrera,536,N/A,47910,http://prepalabarca.sems.udg.mx,prepalabarca.sems.udg.mx,
811 Planteles -124 - 2024 - SEMS - 14MMS0628J,124,2024,SEMS,,14MMS0628J,Escuela Preparatoria Regional de Lagos de Moreno,EPR de Lagos de Moreno,Escuela,1,Regional,Región Altos Norte,Lagos de Moreno,Lagos de Moreno,Calle Carlos Ramírez Ladewig,1,N/A,47460,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -125 - 2024 - SEMS - 14MMS0764N,125,2024,SEMS,14MMS0628J,14MMS0764N,Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,Módulo,1,Regional,Región Altos Norte,Encarnación de Díaz,Encarnación de Díaz,Calle La Paz ,119,N/A,47270,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -126 - 2024 - SEMS - 14MMS0697F,126,2024,SEMS,14MMS0628J,14MMS0697F,Módulo Ojuelos,Módulo Ojuelos,Módulo,1,Regional,Región Altos Norte,Ojuelos de Jalisco,Ojuelos,Calle Benito Juárez,302,N/A,47540,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -127 - 2024 - SEMS - 14MMS0694I,127,2024,SEMS,14MMS0628J,14MMS0694I,Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,Módulo,1,Regional,Región Altos Norte,San Diego de Alejandría,San Diego de Alejandría,Avenida Jalisco ,S/N,N/A,47590,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -128 - 2024 - SEMS - 14MMS0695H,128,2024,SEMS,14MMS0628J,14MMS0695H,Módulo Unión de San Antonio,Módulo Unión de San Antonio,Módulo,1,Regional,Región Altos Norte,Unión de San Antonio,Unión de San Antonio,Avenida Las Californias,S/N,N/A,47570,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -129 - 2024 - SEMS - 14MMS0696G,129,2024,SEMS,14MMS0628J,14MMS0696G,Módulo Villa Hidalgo,Módulo Villa Hidalgo,Módulo,1,Regional,Región Altos Norte,Villa Hidalgo,Villa Hidalgo,Calle Alfonso González,1,N/A,47250,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,
811 Planteles -130 - 2024 - SEMS - 14MMS0722O,130,2024,SEMS,,14MMS0722O,Escuela Preparatoria Regional de Mazamitla,EPR Mazamitla,Escuela,1,Regional,Región Sureste,Mazamitla,Mazamitla,Privada Morelos,1,N/A,49500,http://prepamazamitla.sems.udg.mx,prepamazamitla.sems.udg.mx,
811 Planteles -131 - 2024 - SEMS - 14MMS0634U,131,2024,SEMS,,14MMS0634U,Escuela Preparatoria Regional de Puerto Vallarta,EPR de Puerto Vallarta,Escuela,1,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Puerto Vallarta,Calle 21 de Marzo,500,N/A,48290,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
811 Planteles -132 - 2024 - SEMS - 14MMS0700C,132,2024,SEMS,14MMS0634U,14MMS0700C,Módulo El Tuito,Módulo El Tuito,Módulo,1,Regional,Región Costa-Sierra Occidental,Cabo Corrientes,Cabo Corrientes,Carretera Barra de Navidad,Km 167.3,N/A,48400,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
811 Planteles -133 - 2024 - SEMS - 14MMS0701B,133,2024,SEMS,14MMS0634U,14MMS0701B,Módulo Ixtapa,Módulo Ixtapa,Módulo,1,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Puerto Vallarta,Calle Vicente Guerrero,481,N/A,48280,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
811 Planteles -134 - 2024 - SEMS - 14MMS0702A,134,2024,SEMS,14MMS0634U,14MMS0702A,Módulo Morelos,Módulo Morelos,Módulo,1,Regional,Región Costa Sur,Tomatlán,Tomatlán,Calle Juárez ,25,N/A,48495,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
