name,orden,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,conteo,clasificacion_plantel,region_jalisco,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,notas
811 Planteles -135 - 2024 - SEMS - 14MMS0703Z,135,2024,SEMS,14MMS0634U,14MMS0703Z,Módulo Pino Suárez,Módulo Pino Suárez,Módulo,1,Regional,Región Costa Sur,Tomatlán,Tomatlán,Avenida 16 de septiembre,S/N,N/A,48450,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
811 Planteles -136 - 2024 - SEMS - 14MMS0704Z,136,2024,SEMS,14MMS0634U,14MMS0704Z,Módulo Tomatlán,Módulo Tomatlán,Módulo,1,Regional,Región Costa Sur,Tomatlán,Tomatlán,Calle 20 de Noviembre,500,N/A,48450,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,
811 Planteles -137 - 2024 - SEMS - 14MMS0629I,137,2024,SEMS,,14MMS0629I,Escuela Preparatoria Regional de San Juan de los Lagos,EPR de San Juan de los Lagos,Escuela,1,Regional,Región Altos Norte,San Juan de los Lagos,San Juan de los Lagos,Calle Fray Antonio de Segovia,S/N,N/A,47000,http://prepasanjuan.sems.udg.mx,prepasanjuan.sems.udg.mx,
811 Planteles -138 - 2024 - SEMS - 14MMS0769I,138,2024,SEMS,14MMS0629I,14MMS0769I,Módulo Teocaltiche,Módulo Teocaltiche,Módulo,1,Regional,Región Altos Norte,Teocaltiche,Teocaltiche,Calle Juárez ,134,N/A,47236,http://prepasanjuan.sems.udg.mx,prepasanjuan.sems.udg.mx,
811 Planteles -139 - 2024 - SEMS - 14MMS0644A,139,2024,SEMS,,14MMS0644A,Escuela Preparatoria Regional de San Martín Hidalgo,EPR de San Martín Hidalgo,Escuela,1,Regional,Región Lagunas,San Martín Hidalgo,San Martín Hidalgo,Calle Alameda al Panteón,250,N/A,46700,http://prepasanmartin.sems.udg.mx,prepasanmartin.sems.udg.mx,
811 Planteles -140 - 2024 - SEMS - 14MMS0739O,140,2024,SEMS,14MMS0644A,14MMS0739O,Módulo Buenavista,Módulo Buenavista,Módulo,1,Regional,Región Lagunas,San Martín Hidalgo,San Martín Hidalgo,Calle Vicente Guerrero,7,N/A,46775,http://prepasanmartin.sems.udg.mx,prepasanmartin.sems.udg.mx,
811 Planteles -141 - 2024 - SEMS - 14MMS0706X,141,2024,SEMS,,14MMS0706X,Escuela Preparatoria Regional de San Miguel el Alto,EPR de San Miguel el Alto,Escuela,1,Regional,Región Altos Sur,San Miguel el Alto,San Miguel el Alto,Prolongación Medina de la Torre,178,N/A,47140,http://prepasanmiguel.sems.udg.mx,prepasanmiguel.sems.udg.mx,
811 Planteles -142 - 2024 - SEMS - 14MMS0714F,142,2024,SEMS,14MMS0706X,14MMS0714F,Módulo San Julián,Módulo San Julián,Módulo,1,Regional,Región Altos Sur,San Julián,San Julián,Calle Huntington Park,130,N/A,47170,http://prepasanmiguel.sems.udg.mx,prepasanmiguel.sems.udg.mx,
811 Planteles -143 - 2024 - SEMS - 14MMS0759B,143,2024,SEMS,,14MMS0759B,Escuela Preparatoria Regional de Santa Anita,EPR de Santa Anita,Escuela,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Calle Universidad ,1,N/A,45600,http://prepasantaanita.sems.udg.mx,prepasantaanita.sems.udg.mx,
811 Planteles -144 - 2024 - SEMS - 14MMS0627K,144,2024,SEMS,,14MMS0627K,Escuela Preparatoria Regional de Sayula,EPR de Sayula,Escuela,1,Regional,Región Lagunas,Sayula,Sayula,Calle Manuel Ávila Camacho Oriente ,193,N/A,49300,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,
811 Planteles -145 - 2024 - SEMS - 14MMS0754G,145,2024,SEMS,14MMS0627K,14MMS0754G,Módulo Amacueca,Módulo Amacueca,Módulo,1,Regional,Región Lagunas,Amacueca,Amacueca,Calle 16 de Septiembre,55,N/A,49370,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,
811 Planteles -146 - 2024 - SEMS - 14MMS0709U,146,2024,SEMS,14MMS0627K,14MMS0709U,Módulo San Gabriel,Módulo San Gabriel,Módulo,1,Regional,Región Sur,San Gabriel,San Gabriel,Carretera San Gabriel - Sayula ,121,N/A,49700,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,
811 Planteles -147 - 2024 - SEMS - 14MMS0710J,147,2024,SEMS,14MMS0627K,14MMS0710J,Módulo Tapalpa,Módulo Tapalpa,Módulo,1,Regional,Región Lagunas,Tapalpa,Tapalpa,Prolongación Francisco I. Madero ,3,N/A,48200,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,
811 Planteles -148 - 2024 - SEMS - 14MMS0832U,148,2024,SEMS,14MMS0627K,14MMS0832U,Módulo Usmajac,Módulo Usmajac,Módulo,1,Regional,Región Lagunas,Sayula,Sayula,Calle Juan Diego,54,N/A,49330,http://prepasayula.sems.udg.mx,prepasayula.sems.udg.mx,
811 Planteles -149 - 2024 - SEMS - 14MMS0655G,149,2024,SEMS,,14MMS0655G,Escuela Preparatoria Regional de Tala,EPR de Tala,Escuela,1,Regional,Región Valles,Tala,Tala,Calle Paseo de Los Fresnos ,S/N,N/A,45300,http://prepatala.sems.udg.mx,prepatala.sems.udg.mx,
811 Planteles -150 - 2024 - SEMS - 14MMS0771X,150,2024,SEMS,14MMS0655G,14MMS0771X,Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,Módulo,1,Regional,Región Valles,Tala,Tala,Calle Francisco Javier Mina,61,N/A,45340,http://prepatala.sems.udg.mx,prepatala.sems.udg.mx,
811 Planteles -151 - 2024 - SEMS - 14MMS0620R,151,2024,SEMS,,14MMS0620R,Escuela Preparatoria Regional de Tamazula de Gordiano “Dr. Roberto Mendiola Orta”,EPR de Tamazula de Gordiano,Escuela,1,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Carretera Santa Rosa - Tamazula de Gordiano ,S/N,N/A,49650,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -152 - 2024 - SEMS - 14MMS0766L,152,2024,SEMS,14MMS0620R,14MMS0766L,Módulo Contla,Módulo Contla,Módulo,1,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Calle Aldama,61,N/A,49660,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -153 - 2024 - SEMS - 14MMS0689X,153,2024,SEMS,14MMS0620R,14MMS0689X,Módulo Quitupan,Módulo Quitupan,Módulo,1,Regional,Región Sureste,Quitupan,Quitupan,Carretera Quitupan - Valle de Juárez Km 1,S/N,N/A,49570,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -154 - 2024 - SEMS - 14MMS0770Y,154,2024,SEMS,14MMS0620R,14MMS0770Y,Módulo Valle de Juárez,Módulo Valle de Juárez,Módulo,1,Regional,Región Sureste,Valle de Juárez,Valle de Juárez,Calle 5 de Febrero,S/N,N/A,49540,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -155 - 2024 - SEMS - 14MMS0690M,155,2024,SEMS,14MMS0620R,14MMS0690M,Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,Módulo,1,Regional,Región Sureste,Quitupan,Quitupan,Calle Benito Juárez,S/N,N/A,49570,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -156 - 2024 - SEMS - 14MMS0740D,156,2024,SEMS,14MMS0620R,14MMS0740D,Módulo Vista Hermosa,Módulo Vista Hermosa,Módulo,1,Regional,Región Sur,Tamazula de Gordiano,Tamazula de Gordiano,Calle José María Martínez,S/N,N/A,49657,http://prepatamazula.sems.udg.mx,prepatamazula.sems.udg.mx,
811 Planteles -157 - 2024 - SEMS - 14MMS0656F,157,2024,SEMS,,14MMS0656F,Escuela Preparatoria Regional de Tecolotlán,EPR de Tecolotlán,Escuela,1,Regional,Región Sierra de Amula,Tecolotlán,Tecolotlán,Calle Juárez,115,N/A,48540,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,
811 Planteles -158 - 2024 - SEMS - 14MMS0768J,158,2024,SEMS,14MMS0656F,14MMS0768J,Módulo Chiquilistlán,Módulo Chiquilistlán,Módulo,1,Regional,Región Sierra de Amula,Chiquilistlán,Chiquilistlán,Calle Francisco I. Madero,33,N/A,48640,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,
811 Planteles -159 - 2024 - SEMS - 14MMS0711I,159,2024,SEMS,14MMS0656F,14MMS0711I,Módulo Juchitlán,Módulo Juchitlán,Módulo,1,Regional,Región Sierra de Amula,Juchitlán,Juchitlán,Calle 16 de Septiembre,S/N,N/A,48600,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,
811 Planteles -160 - 2024 - SEMS - 14MMS0730X,160,2024,SEMS,14MMS0656F,14MMS0730X,Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,Módulo,1,Regional,Región Sierra de Amula,Atengo,Atengo,Calle México ,6,N/A,48180,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,
811 Planteles -161 - 2024 - SEMS - 14MMS0670Z,161,2024,SEMS,14MMS0656F,14MMS0670Z,Módulo Tenamaxtlán,Módulo Tenamaxtlán,Módulo,1,Regional,Región Sierra de Amula,Tenamaxtlán,Tenamaxtlán,Privada Donato Guerra,2,N/A,48570,http://prepatecolotlan.sems.udg.mx,prepatecolotlan.sems.udg.mx,
811 Planteles -162 - 2024 - SEMS - 14MMS0632W,162,2024,SEMS,,14MMS0632W,Escuela Preparatoria Regional de Tepatitlán,EPR de Tepatitlán,Escuela,1,Regional,Región Altos Sur,Tepatitlán de Morelos,Tepatitlán de Morelos,Prolongación Bartolo Hernández,1322,N/A,47600,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,
811 Planteles -163 - 2024 - SEMS - 14MMS0713G,163,2024,SEMS,14MMS0632W,14MMS0713G,Módulo Acatic,Módulo Acatic,Módulo,1,Regional,Región Altos Sur,Acatic,Acatic,Calle Escuela Digna,620,N/A,45470,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,
811 Planteles -164 - 2024 - SEMS - 14MMS0763O,164,2024,SEMS,14MMS0632W,14MMS0763O,Módulo de Cańadas de Obregón,Módulo Cańadas de Obregón,Módulo,1,Regional,Región Altos Sur,Cańadas de Obregón,Cańadas de Obregón,Calle J. Isabel Valdivia,S/N,N/A,47360,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,
811 Planteles -165 - 2024 - SEMS - 14MMS0715E,165,2024,SEMS,14MMS0632W,14MMS0715E,Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,Módulo,1,Regional,Región Altos Sur,Valle de Guadalupe,Valle de Guadalupe,Calle Justo Sierra,275,N/A,47384,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,
811 Planteles -166 - 2024 - SEMS - 14MMS0716D,166,2024,SEMS,14MMS0632W,14MMS0716D,Módulo Yahualica,Módulo Yahualica,Módulo,1,Regional,Región Altos Sur,Yahualica de González Gallo,Yahualica de González Gallo,Calle Condor,S/N,N/A,47300,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,
811 Planteles -167 - 2024 - SEMS - 14MMS0660S,167,2024,SEMS,,14MMS0660S,Escuela Preparatoria Regional de Tequila,EPR de Tequila,Escuela,1,Regional,Región Valles,Tequila,Tequila,Calle San Martín,175,N/A,46400,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,
811 Planteles -168 - 2024 - SEMS - 14MMS0719A,168,2024,SEMS,14MMS0660S,14MMS0719A,Módulo Hostotipaquillo,Módulo Hostotipaquillo,Módulo,1,Regional,Región Valles,Hostotipaquillo,Hostotipaquillo,Calle Valeriano Partida,1,N/A,46440,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,
811 Planteles -169 - 2024 - SEMS - 14MMS0720Q,169,2024,SEMS,14MMS0660S,14MMS0720Q,Módulo Magdalena,Módulo Magdalena,Módulo,1,Regional,Región Valles,Magdalena,Magdalena,Calzada Manuel Ávila Camacho,323,N/A,46470,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,
811 Planteles -170 - 2024 - SEMS - 14MMS0742B,170,2024,SEMS,14MMS0660S,14MMS0742B,Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,Módulo,1,Regional,Región Valles,Hostotipaquillo,Hostotipaquillo,Calle Casa Ejidal,S/N,N/A,46446,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,
811 Planteles -171 - 2024 - SEMS - 14MMS0743A,171,2024,SEMS,14MMS0660S,14MMS0743A,Módulo San Andrés,Módulo San Andrés,Módulo,1,Regional,Región Valles,Magdalena,Magdalena,Calle Morelos,122,N/A,46475,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,
811 Planteles -172 - 2024 - SEMS - 14MMS0657E,172,2024,SEMS,,14MMS0657E,Escuela Preparatoria Regional de Tlajomulco de Zúńiga,EPR de Tlajomulco de Zúńiga,Escuela,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,Prolongación Mariano Otero,144,N/A,45640,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,
811 Planteles -173 - 2024 - SEMS - 14MMS0721P,173,2024,SEMS,14MMS0657E,14MMS0721P,Módulo Cajititlán,Módulo Cajititlán,Módulo,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,Carretera A Cajititlán,Km 1.5,N/A,45670,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,
811 Planteles -174 - 2024 - SEMS - 14MMS0744Z,174,2024,SEMS,14MMS0657E,14MMS0744Z,Módulo San Agustín,Módulo San Agustín,Módulo,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,Calle Lomas del Alamos,100,N/A,45645,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,
811 Planteles -175 - 2024 - SEMS - 14MMS0817B,175,2024,SEMS,14MMS0657E,14MMS0817B,Módulo El Zapote,Módulo El Zapote,Módulo,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,Privada Flor de Hortensia,S/N,N/A,45672,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,
811 Planteles -176 - 2024 - SEMS - 14MMS0773V,176,2024,SEMS,,14MMS0773V,Escuela Preparatoria Regional de Toluquilla,EPR de Toluquilla,Escuela,1,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Camino Al canal,17,N/A,45610,http://prepatoluquilla.sems.udg.mx,prepatoluquilla.sems.udg.mx,
811 Planteles -177 - 2024 - SEMS - 14MMS0633V,177,2024,SEMS,,14MMS0633V,Escuela Preparatoria Regional de Tuxpan,EPR de Tuxpan,Escuela,1,Regional,Región Sur,Tuxpan,Tuxpan,Carretera Tuxpan-Atenquique,km 2,N/A,49800,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,
811 Planteles -178 - 2024 - SEMS - 14MMS0772W,178,2024,SEMS,14MMS0633V,14MMS0772W,Módulo Pihuamo,Módulo Pihuamo,Módulo,1,Regional,Región Sur,Pihuamo,Pihuamo,Andador Pihuamo,S/N,N/A,49870,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,
811 Planteles -179 - 2024 - SEMS - 14MMS0679Q,179,2024,SEMS,14MMS0633V,14MMS0679Q,Módulo Tecalitlán,Módulo Tecalitlán,Módulo,1,Regional,Región Sur,Tecalitlán,Tecalitlán,Calle Guadalupe Victoria,200,N/A,49870,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,
811 Planteles -180 - 2024 - SEMS - 14MMS0723N,180,2024,SEMS,14MMS0633V,14MMS0723N,Módulo Tonila,Módulo Tonila,Módulo,1,Regional,Región Sur,Tonila,Tonila,Calle Efraín González Luna Morfín,S/N,N/A,49840,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,
811 Planteles -181 - 2024 - SEMS - 14MMS0712H,181,2024,SEMS,,14MMS0712H,Escuela Preparatoria Regional de Unión de Tula,EPR de Unión de Tula,Escuela,1,Regional,Región Sierra de Amula,Unión de Tula,Unión de Tula,Calle Campeche,40,N/A,48000,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,
811 Planteles -182 - 2024 - SEMS - 14MMS0669J,182,2024,SEMS,14MMS0712H,14MMS0669J,Módulo Ayutla,Módulo Ayutla,Módulo,1,Regional,Región Sierra de Amula,Ayutla,Ayutla,Calle Abasolo,246,N/A,48050,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,
811 Planteles -183 - 2024 - SEMS - 14MMS0672X,183,2024,SEMS,14MMS0712H,14MMS0672X,Módulo Ejutla,Módulo Ejutla,Módulo,1,Regional,Región Sierra de Amula,Ejutla,Ejutla,Calle Juan M. Díaz,9,N/A,48680,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,
811 Planteles -184 - 2024 - SEMS - 14MMS0708V,184,2024,SEMS,,14MMS0708V,Escuela Preparatoria Regional de Villa Corona,EPR de Villa Corona,Escuela,1,Regional,Región Lagunas,Villa Corona,Villa Corona,Calle Cuauhtémoc ,S/N,N/A,45730,http://prepavillacorona.sems.udg.mx,prepavillacorona.sems.udg.mx,
811 Planteles -185 - 2024 - SEMS - 14MMS0767K,185,2024,SEMS,14MMS0708V,14MMS0767K,Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,Módulo,1,Metropolitano,Región Lagunas,Acatlán de Juárez,Acatlán de Juárez,Carretera Barra de Navidad,226,km 44,45700,http://prepavillacorona.sems.udg.mx,prepavillacorona.sems.udg.mx,
811 Planteles -186 - 2024 - SEMS - 14MMS0659C,186,2024,SEMS,,14MMS0659C,Escuela Preparatoria Regional de Zacoalco de Torres,EPR de Zacoalco de Torres,Escuela,1,Regional,Región Lagunas,Zacoalco de Torres,Zacoalco de Torres,Avenida Dr.  Rubén Ramírez Flores,150,N/A,45750,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,
811 Planteles -187 - 2024 - SEMS - 14MMS0755F,187,2024,SEMS,14MMS0659C,14MMS0755F,Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,Módulo,1,Regional,Región Lagunas,Atemajac de Brizuela,Atemajac de Brizuela,Calle Brizuela,S/N,N/A,55790,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,
811 Planteles -188 - 2024 - SEMS - 14MMS0746Y,188,2024,SEMS,14MMS0659C,14MMS0746Y,Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,Módulo,1,Regional,Región Lagunas,Teocuitatlán de Corona,Teocuitatlán de Corona,Calle Ignacio Zaragoza,S/N,N/A,4920,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,
811 Planteles -189 - 2024 - SEMS - 14MMS0724M,189,2024,SEMS,14MMS0659C,14MMS0724M,Módulo Villa Atoyac,Módulo Villa Atoyac,Módulo,1,Regional,Región Lagunas,Atoyac,Atoyac,Calle Nemesio Rodríguez Pérez ,S/N,N/A,49200,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,
811 Planteles -190 - 2024 - SEMS - 14MMS0745Z,190,2024,SEMS,14MMS0659C,14MMS0745Z,Módulo Cítala,Módulo Cítala,Módulo,1,Regional,Región Lagunas,Teocuitatlán de Corona,Teocuitatlán de Corona,Calle Agustín Iturbide,60,N/A,49280,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,
811 Planteles -191 - 2024 - SEMS - 14MMS0638Q,191,2024,SEMS,,14MMS0638Q,Escuela Preparatoria Regional de Zapotiltic,EPR de Zapotiltic,Escuela,1,Regional,Región Sur,Zapotiltic,Zapotiltic,Prolongación Mariano Escobedo,270,N/A,49600,http://prepazapotiltic.sems.udg.mx,prepazapotiltic.sems.udg.mx,
811 Planteles -192 - 2024 - SEMS - 14MMS0658D,192,2024,SEMS,,14MMS0658D,Escuela Preparatoria Regional de Zapotlanejo,EPR de Zapotlanejo,Escuela,1,Regional,Región Centro,Zapotlanejo,Zapotlanejo,Carretera Zapotlanejo - Tepatitlán,Km 1.5,N/A,45430,http://prepazapotlanejo.sems.udg.mx,prepazapotlanejo.sems.udg.mx,
811 Planteles -193 - 2024 - SEMS - 14MMS0725L,193,2024,SEMS,14MMS0658D,14MMS0725L,Módulo Matatlán,Módulo Matatlán,Módulo,1,Regional,Región Centro,Zapotlanejo,Zapotlanejo,Calle Nińos Héroes,S/N,N/A,45430,http://prepazapotlanejo.sems.udg.mx,prepazapotlanejo.sems.udg.mx,
811 Planteles -194 - 2024 - SEMS - 14MMS0616E,194,2024,SEMS,,14MMS0616E,Escuela Regional de Educación Media Superior de Ocotlán,EREMS Ocotlán,Escuela,1,Regional,Región Ciénega,Ocotlán,Ocotlán,Avenida Universidad ,1115,N/A,47829,http://eremso.sems.udg.mx,eremso.sems.udg.mx,
811 Planteles -195 - 2024 - SEMS - 14MMS0639P,195,2024,SEMS,14MMS0616E,14MMS0639P,Módulo Atequiza,Módulo Atequiza,Módulo,1,Metropolitano,Región Centro,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,Calle Nińos Héroes,100,N/A,45860,http://eremso.sems.udg.mx,eremso.sems.udg.mx,
811 Planteles -196 - 2024 - SEMS - 14MMS0699D,196,2024,SEMS,14MMS0616E,14MMS0699D,Módulo Tototlán,Módulo Tototlán,Módulo,1,Regional,Región Ciénega,Tototlán,Tototlán,Avenida Guadalupe ,S/N,N/A,47730,http://eremso.sems.udg.mx,eremso.sems.udg.mx,
811 Planteles -197 - 2024 - SEMS - 14MMS0748W,197,2024,SEMS,14MMS0616E,14MMS0748W,Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,Módulo,1,Regional,Región Ciénega,Zapotlán del Rey,Zapotlán del Rey,Carretera Otatlán - Zapotlán del Rey,Km 2.3,N/A,45980,http://eremso.sems.udg.mx,eremso.sems.udg.mx,
811 Planteles -198 - 2024 - SEMS - 14MMS0827I,198,2024,SEMS,14MMS0616E,14MMS0827I,Módulo Poncitlán,Módulo Poncitlán,Módulo,1,Regional,Región Ciénega,Poncitlán,Poncitlán,"Calle Plutarco Elías Calles
",S/N,N/A,45959,http://eremso.sems.udg.mx,eremso.sems.udg.mx,
811 Planteles -199 - 2024 - SEMS - 14MMS0751J,199,2024,SEMS,,14MMS0751J,Escuela de Educación Media Superior Wixárika,EREMS Wixárika,Escuela,1,Regional,Región Norte,Mezquitic,Mezquitic,Terracería Conocido,S/N,N/A,46070,http://prepawixarika.sems.udg.mx,prepawixarika.sems.udg.mx,
811 Planteles -200 - 2024 - SEMS - 14MMS0830W,200,2024,SEMS,14MMS0751J,14MMS0830W,Módulo Ocota de la Sierra,Módulo Ocota,Módulo,1,Regional,Región Norte,Mezquitic,Mezquitic,Camino A la preparatoria ,S/N,N/A,46155,http://prepawixarika.sems.udg.mx,prepawixarika.sems.udg.mx,
811 Planteles -201 - 2024 - SEMS - 14MMS0818A,201,2024,SEMS,,14MMS0818A,Escuela Preparatoria de San José del Valle de Tlajomulco de Zúńiga,Prepa San José del Valle,Escuela,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,Calle Concepción ,S/N,N/A,45653,http://prepasanjosedelvalle.sems.udg.mx,prepasanjosedelvalle.sems.udg.mx,
811 Planteles -202 - 2024 - SEMS - ModuloSantaFe,202,2024,SEMS,,ModuloSantaFe,Módulo Hacicendas de Santa Fe,Módulo Haciendas de Santa Fe,Módulo,1,Metropolitano,Región Centro,Tlajomulco de Zúńiga,Tlajomulco de Zúńiga,,,,,,,
