row,clave_carrera,nombre_carrera_911,nivel_educativo,campo_clasificacion,modalidad
1,5033100003,Abogado,Licenciatura,Derecho,Escolarizada
2,8071200008,Doc. en Agua y Energía,Doctorado,Electricidad y generación de energía,Escolarizada
3,8021000010,Doc. en Arte y Cultura,Doctorado,Planes multidisciplinarios o generales del campo de artes,Escolarizada
4,8095200001,Doc. en Biociencias,Doctorado,Biomedicina,Escolarizada
5,8052200001,Doc. en Ciencia de Materiales,Doctorado,Química,Escolarizada
6,8031100002,Doc. en Ciencia del Comportamiento,Doctorado,Psicología,Escolarizada
7,8031300003,Doc. en Ciencia Política,Doctorado,Ciencias políticas,Escolarizada
8,8071000002,Doc. en Ciencia y Tecnología,Doctorado,"Planes multidisciplinarios o generales del campo de ingeniería mecánica, eléctrica, electrónica, química y profesiones afines",Escolarizada
9,8052000002,Doc. en Ciencias,Doctorado,"Planes multidisciplinarios o generales del campo de ciencias físicas, químicas y de la tierra.",Escolarizada
10,8081100028,Doc. en Ciencias Agrícolas y Forestales,Doctorado,Producción y explotación agrícola y ganadera,Escolarizada
11,8051100004,Doc. en Ciencias Biológicas,Doctorado,Biología,Escolarizada
12,8095200003,Doc. en Ciencias Biomédicas,Doctorado,Biomedicina,Escolarizada
13,8081100033,Doc. en Ciencias con Orientación en Ciencias Biológicas y Agropecuarias,Doctorado,Producción y explotación agrícola y ganadera,Escolarizada
14,8042000005,Doc. en Ciencias de la Administración,Doctorado,Planes multidisciplinarios o generales del campo de administración y gestión,Escolarizada
15,8071300016,Doc. en Ciencias de la Electrónica y la Computación,Doctorado,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
16,8072100013,Doc. en Ciencias de la Nutrición Traslacional,Doctorado,Industria de la alimentación,Escolarizada
17,8091325001,Doc. en Ciencias de la Salud en el Trabajo,Doctorado,Medicina de especialidad,Escolarizada
18,8091100003,Doc. en Ciencias de la Salud Ocupacional,Doctorado,Medicina general,Escolarizada
19,8091345002,Doc. en Ciencias de la Salud Orientación en Investigación Clínica,Doctorado,Medicina de especialidad,Escolarizada
20,8095600001,Doc. en Ciencias de la Salud Pública,Doctorado,Salud pública,Escolarizada
21,8031400004,Doc. en Ciencias Económico Administrativas,Doctorado,Economía,Escolarizada
22,8051200020,Doc. en Ciencias en Biología Molecular en Medicina,Doctorado,Bioquímica y biofísica,Escolarizada
23,8051300007,"Doc. en Ciencias en Biosistemática, Ecología y Manejo de Recursos Naturales y Agrícolas",Doctorado,Ecología y ciencias ambientales,Escolarizada
24,8051100024,Doc. en Ciencias en Ecofisiología y Recursos Genéticos,Doctorado,Biología,Escolarizada
25,8052100009,Doc. en Ciencias en Física,Doctorado,Física y astronomía,Escolarizada
26,8071000012,Doc. en Ciencias en Ing.,Doctorado,"Planes multidisciplinarios o generales del campo de ingeniería mecánica, eléctrica, electrónica, química y profesiones afines",Escolarizada
27,8052200018,Doc. en Ciencias en Ing. Química,Doctorado,Química,Escolarizada
28,8053100005,Doc. en Ciencias en Matemáticas,Doctorado,Matemáticas,Escolarizada
29,8052000007,Doc. en Ciencias en Microbiología y la Biotecnología Molecular,Doctorado,"Planes multidisciplinarios o generales del campo de ciencias físicas, químicas y de la tierra.",Escolarizada
30,8071400003,Doc. en Ciencias en Procesos Biotecnológicos,Doctorado,Ingeniería de procesos químicos,Escolarizada
31,8052200009,Doc. en Ciencias en Química,Doctorado,Química,Escolarizada
32,8052100019,Doc. en Ciencias Físico Matemáticas,Doctorado,Física y astronomía,Escolarizada
33,8051300013,Doc. en Ciencias para el Desarrollo Sustentable,Doctorado,Ecología y ciencias ambientales,Escolarizada
34,8042200004,"Doc. en Ciencias para el Desarrollo, la Sustentabilidad y el Turismo",Doctorado,Administración turísticas y de restaurantes,Escolarizada
35,8031000001,Doc. en Ciencias Sociales,Doctorado,Planes multidisciplinarios o generales del campo de ciencias sociales y estudios del comportamiento,Escolarizada
36,8095000001,Doc. en Ciencias Socio Médicas,Doctorado,Planes multidisciplinarios o generales del campo de disciplinas auxiliares para la salud,Escolarizada
37,8073100010,"Doc. en Ciudad, Territorio y Sustentabilidad",Doctorado,Arquitectura y urbanismo,Escolarizada
38,8011000006,Doc. en Cognición y Aprendizaje,Doctorado,Planes multidisciplinarios o generales del campo de ciencias de la educación y pedagogía,Escolarizada
39,8033100009,Doc. en Derecho,Doctorado,Derecho,Escolarizada
40,8033100003,Doc. en Derechos Humanos,Doctorado,Derecho,Escolarizada
41,8011500003,Doc. en Educación,Doctorado,Ciencias de la educación,Escolarizada
42,8031400014,Doc. en Estudios Económicos,Doctorado,Economía,Escolarizada
43,8041400003,Doc. en Estudios Fiscales,Doctorado,Contabilidad y fiscalización,Escolarizada
44,8022300013,Doc. en Estudios Literarios y Lingüísticos,Doctorado,Literatura,Escolarizada
45,8031200023,Doc. en Estudios Regionales,Doctorado,Sociología y antropología,Escolarizada
46,8051200017,Doc. en Farmacología,Doctorado,Bioquímica y biofísica,Escolarizada
47,8051100012,Doc. en Genética Humana,Doctorado,Biología,Escolarizada
48,8052300012,Doc. en Geografía y Ordenación Territorial,Doctorado,Ciencias de la tierra y de la atmósfera,Escolarizada
49,8021000011,Doc. en Gestión de la Cultura,Doctorado,Planes multidisciplinarios o generales del campo de artes,No Escolarizada
50,8042500005,Doc. en Gestión de la Educación Superior,Doctorado,"Administración en los campos de la educación, salud, deporte, agronomía y las artes y humanidades",Escolarizada
51,8042000014,Doc. en Gestión y Negocios,Doctorado,Planes multidisciplinarios o generales del campo de administración y gestión,Escolarizada
52,8022500004,Doc. en Historia,Doctorado,Historia y arqueología,Escolarizada
53,8022000001,Doc. en Humanidades,Doctorado,Planes multidisciplinarios o generales del campo de humanidades,Escolarizada
54,8042100049,Doc. en Innovación para el Hábitat Sustentable,Doctorado,Administración de empresas,Escolarizada
55,8091345005,Doc. en Investigación Clínica,Doctorado,Medicina de especialidad,Escolarizada
56,8091345016,Doc. en Investigación Multidisciplinaria en Salud,Doctorado,Medicina de especialidad,Escolarizada
57,8022300004,Doc. en Letras,Doctorado,Literatura,Escolarizada
58,8095000003,Doc. en Microbiología Médica,Doctorado,Planes multidisciplinarios o generales del campo de disciplinas auxiliares para la salud,Escolarizada
59,8102100001,"Doc. en Movilidad Urbana, Transporte y Territorio",Doctorado,Servicios de transporte,Escolarizada
60,8031400010,Doc. en Negocios y Estudios Económicos,Doctorado,Economía,Escolarizada
61,8031300020,Doc. en Políticas Públicas y Desarrollo,Doctorado,Ciencias políticas,Escolarizada
62,8031100026,Doc. en Psicología con Orientación en Calidad de Vida y Salud,Doctorado,Psicología,Escolarizada
63,8011400005,Doc. en Sistemas y Ambientes Educativos,Doctorado,Tecnología y comunicación educativa,No Escolarizada
64,8062200005,Doc. en Tecnologías de Información,Doctorado,Informática,Escolarizada
65,8031100011,Doc. Interinstitucional en Psicología,Doctorado,Psicología,Escolarizada
66,6092204007,Esp. de Enfermería en Salud Pública,Especialidad,Enfermería de especialidad,Escolarizada
67,6091319001,Esp. en Alergia e Inmunología Clínica,Especialidad,Medicina de especialidad,Escolarizada
68,6091319004,Esp. en Alergia e Inmunología Clínica Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
69,6091329001,Esp. en Anatomía Patológica,Especialidad,Medicina de especialidad,Escolarizada
70,6091301004,Esp. en Anestesiología,Especialidad,Medicina de especialidad,Escolarizada
71,6091301005,Esp. en Anestesiología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
72,6091302001,Esp. en Angiología y Cirugía Vascular,Especialidad,Medicina de especialidad,Escolarizada
73,6051100001,Esp. en Biología de la Reproducción Humana,Especialidad,Biología,Escolarizada
74,6091345005,Esp. en Calidad de la Atención Clínica,Especialidad,Medicina de especialidad,Escolarizada
75,6091304001,Esp. en Cardiología,Especialidad,Medicina de especialidad,Escolarizada
76,6091313001,Esp. en Cirugía Bariátrica y Metabólica,Especialidad,Medicina de especialidad,Escolarizada
77,6091306001,Esp. en Cirugía Cardiotorácica,Especialidad,Medicina de especialidad,Escolarizada
78,6091337008,Esp. en Cirugía de Trauma Toraco-Abdominal,Especialidad,Medicina de especialidad,Escolarizada
79,6091305002,Esp. en Cirugía General,Especialidad,Medicina de especialidad,Escolarizada
80,6091345008,Esp. en Cirugía Laparoscópica,Especialidad,Medicina de especialidad,Escolarizada
81,6093201002,Esp. en Cirugía Maxilofacial,Especialidad,Estomatología y odontología de especialidad,Escolarizada
82,6091336001,Esp. en Cirugía Oncológica,Especialidad,Medicina de especialidad,Escolarizada
83,6091345011,Esp. en Cirugía Oncológica de Cabeza y Cuello,Especialidad,Medicina de especialidad,Escolarizada
84,6091308001,Esp. en Cirugía Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
85,6091309002,Esp. en Cirugía Plástica y Reconstructiva,Especialidad,Medicina de especialidad,Escolarizada
86,6091312001,Esp. en Coloproctología,Especialidad,Medicina de especialidad,Escolarizada
87,6091310001,Esp. en Dermatología,Especialidad,Medicina de especialidad,Escolarizada
88,6091310002,Esp. en Dermatología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
89,6091311001,Esp. en Endocrinología,Especialidad,Medicina de especialidad,Escolarizada
90,6093202001,Esp. en Endodoncia,Especialidad,Estomatología y odontología de especialidad,Escolarizada
91,6092202002,Esp. en Enfermería en Cuidados Intensivos,Especialidad,Enfermería de especialidad,Escolarizada
92,6092208015,Esp. en Enfermería en Cuidados Paliativos,Especialidad,Enfermería de especialidad,Escolarizada
93,6092203006,Esp. en Enfermería en Gerontología y Geriatría,Especialidad,Enfermería de especialidad,Escolarizada
94,6092206010,Esp. en Enfermería Neonatal,Especialidad,Enfermería de especialidad,Escolarizada
95,6092206002,Esp. en Enfermería Pediátrica,Especialidad,Enfermería de especialidad,Escolarizada
96,6092207003,Esp. en Enfermería Quirúrgica,Especialidad,Enfermería de especialidad,Escolarizada
97,6095600002,Esp. en Epidemiología,Especialidad,Salud pública,Escolarizada
98,6091313004,Esp. en Gastroenterología,Especialidad,Medicina de especialidad,Escolarizada
99,6091313008,Esp. en Gastroenterología y Nutrición Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
100,6091314001,Esp. en Genética Médica,Especialidad,Medicina de especialidad,Escolarizada
101,6091315001,Esp. en Geriatría,Especialidad,Medicina de especialidad,Escolarizada
102,6091316007,Esp. en Ginecología Oncológica,Especialidad,Medicina de especialidad,Escolarizada
103,6091316002,Esp. en Ginecología y Obstetricia,Especialidad,Medicina de especialidad,Escolarizada
104,6091317001,Esp. en Hematología,Especialidad,Medicina de especialidad,Escolarizada
105,6091304018,Esp. en Hemodinamia y Cardiología Intervencionista,Especialidad,Medicina de especialidad,Escolarizada
106,6091342012,Esp. en Imagenología Diagnóstica y Terapéutica,Especialidad,Medicina de especialidad,Escolarizada
107,6091318001,Esp. en Infectología,Especialidad,Medicina de especialidad,Escolarizada
108,6091318002,Esp. en Infectología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
109,6091322003,Esp. en Medicina de Rehabilitación,Especialidad,Medicina de especialidad,Escolarizada
110,6091323001,Esp. en Medicina de Urgencias,Especialidad,Medicina de especialidad,Escolarizada
111,6091321003,Esp. en Medicina del Enfermo en Estado Crítico,Especialidad,Medicina de especialidad,Escolarizada
112,6091325001,Esp. en Medicina del Trabajo,Especialidad,Medicina de especialidad,Escolarizada
113,6091325002,Esp. en Medicina del Trabajo y Ambiental,Especialidad,Medicina de especialidad,Escolarizada
114,6091326001,Esp. en Medicina Familiar,Especialidad,Medicina de especialidad,Escolarizada
115,6091327002,Esp. en Medicina Interna,Especialidad,Medicina de especialidad,Escolarizada
116,6091316004,Esp. en Medicina Materno-Fetal,Especialidad,Medicina de especialidad,Escolarizada
117,6091301008,Esp. en Medicina Paliativa y del Dolor,Especialidad,Medicina de especialidad,Escolarizada
118,6091331003,Esp. en Nefrología,Especialidad,Medicina de especialidad,Escolarizada
119,6091340004,Esp. en Neonatología,Especialidad,Medicina de especialidad,Escolarizada
120,6091332001,Esp. en Neumología,Especialidad,Medicina de especialidad,Escolarizada
121,6091307001,Esp. en Neurocirugía,Especialidad,Medicina de especialidad,Escolarizada
122,6091334001,Esp. en Neurología,Especialidad,Medicina de especialidad,Escolarizada
123,6093203005,Esp. en Odontopediatría,Especialidad,Estomatología y odontología de especialidad,Escolarizada
124,6091335001,Esp. en Oftalmología,Especialidad,Medicina de especialidad,Escolarizada
125,6091336005,Esp. en Oncología Médica,Especialidad,Medicina de especialidad,Escolarizada
126,6091336007,Esp. en Oncología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
127,6091336009,"Esp. en Oncología, Hematología Pediátrica",Especialidad,Medicina de especialidad,Escolarizada
128,6093204001,Esp. en Ortodoncia,Especialidad,Estomatología y odontología de especialidad,Escolarizada
129,6091337002,Esp. en Ortopedia,Especialidad,Medicina de especialidad,Escolarizada
130,6091338002,Esp. en Otorrinolaringología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
131,6091338003,Esp. en Otorrinolaringología y Cirugía de Cabeza y Cuello,Especialidad,Medicina de especialidad,Escolarizada
132,6091339001,Esp. en Patología Clínica,Especialidad,Medicina de especialidad,Escolarizada
133,6091340001,Esp. en Pediatría,Especialidad,Medicina de especialidad,Escolarizada
134,6093205004,Esp. en Periodoncia,Especialidad,Estomatología y odontología de especialidad,Escolarizada
135,6081100002,Esp. en Producción Animal,Especialidad,Producción y explotación agrícola y ganadera,Escolarizada
136,6081100005,Esp. en Producción Porcina,Especialidad,Producción y explotación agrícola y ganadera,Escolarizada
137,6093206003,Esp. en Prostodoncia,Especialidad,Estomatología y odontología de especialidad,Escolarizada
138,6093201005,Esp. en Prótesis Maxilofacial,Especialidad,Estomatología y odontología de especialidad,Escolarizada
139,6091341001,Esp. en Psiquiatría,Especialidad,Medicina de especialidad,Escolarizada
140,6091342013,Esp. en Radiología e Imagen,Especialidad,Medicina de especialidad,Escolarizada
141,6091336013,Esp. en Radio-Oncología,Especialidad,Medicina de especialidad,Escolarizada
142,6091335003,Esp. en Retina Médica y Quirúrgica,Especialidad,Medicina de especialidad,Escolarizada
143,6091343001,Esp. en Reumatología,Especialidad,Medicina de especialidad,Escolarizada
144,6091337005,Esp. en Traumatología y Ortopedia,Especialidad,Medicina de especialidad,Escolarizada
145,6091323002,Esp. en Urgencias Médicas,Especialidad,Medicina de especialidad,Escolarizada
146,6091344001,Esp. en Urología,Especialidad,Medicina de especialidad,Escolarizada
147,6091344002,Esp. en Urología Ginecológica,Especialidad,Medicina de especialidad,Escolarizada
148,6041100014,Esp. en Valuación,Especialidad,Negocios y comercio,Escolarizada
149,5072100002,Ing. Agroindustrial,Licenciatura,Industria de la alimentación,Escolarizada
150,5081300016,Ing. Agrónomo,Licenciatura,Silvicultura,Escolarizada
151,5071000020,Ing. Biomédica,Licenciatura,"Planes multidisciplinarios o generales del campo de ingeniería mecánica, eléctrica, electrónica, química y profesiones afines",Escolarizada
152,5071400008,Ing. Bioquímica,Licenciatura,Ingeniería de procesos químicos,Escolarizada
153,5073200005,Ing. Civil,Licenciatura,Construcción e ingeniería civil,Escolarizada
154,5041100007,Ing. de Procesos y Comercio Internacional,Licenciatura,Negocios y comercio,Escolarizada
155,5042400005,Ing. en Administración Industrial,Licenciatura,Administración en el ámbito de la ingeniería y la construcción,Escolarizada
156,5051200024,Ing. en Biotecnología,Licenciatura,Bioquímica y biofísica,Escolarizada
157,5061100001,Ing. en Ciencias Computacionales,Licenciatura,Ciencias computacionales,Escolarizada
158,5061000002,Ing. en Computación,Licenciatura,Planes multidisciplinarios o generales del campo de innovación en tecnologías de la información y la comunicación,Escolarizada
159,5021500002,Ing. en Comunicación Multimedia,Licenciatura,Diseño y comunicación gráfica y editorial,Escolarizada
160,5062100009,Ing. en Comunicaciones y Electrónica,Licenciatura,Telecomunicaciones,Escolarizada
161,5071100005,Ing. en Diseño Industrial,Licenciatura,Mecánica y profesiones afines al trabajo metálico,Escolarizada
162,5052200021,Ing. en Diseño Molecular de Materiales,Licenciatura,Química,Escolarizada
163,5062200073,Ing. en Electrónica y Computación,Licenciatura,Informática,Escolarizada
164,5071200009,Ing. en Energía,Licenciatura,Electricidad y generación de energía,Escolarizada
165,5072400001,Ing. en Geofísica,Licenciatura,"Industria de la minería, extracción y metalurgia",Escolarizada
166,5071300091,Ing. en Instrumentación Electrónica y Nanosensores,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
167,5102100004,Ing. en Logística y Transporte,Licenciatura,Servicios de transporte,Escolarizada
168,5052200002,Ing. en Nanotecnología,Licenciatura,Química,Escolarizada
169,5041100009,Ing. en Negocios,Licenciatura,Negocios y comercio,Escolarizada
170,5073200010,Ing. en Obras y Servicios,Licenciatura,Construcción e ingeniería civil,Escolarizada
171,5051300005,Ing. en Recursos Naturales y Agropecuarios,Licenciatura,Ecología y ciencias ambientales,Escolarizada
172,5051100015,Ing. en Sistemas Biológicos,Licenciatura,Biología,Escolarizada
173,5081100050,Ing. en Sistemas Pecuarios,Licenciatura,Producción y explotación agrícola y ganadera,Escolarizada
174,5062100033,Ing. en Teleinformática,Licenciatura,Telecomunicaciones,Escolarizada
175,5062100034,Ing. en Telemática,Licenciatura,Telecomunicaciones,Escolarizada
176,5073200035,Ing. en Topografía Geomática,Licenciatura,Construcción e ingeniería civil,Escolarizada
177,5071000047,Ing. en Videojuegos,Licenciatura,"Planes multidisciplinarios o generales del campo de ingeniería mecánica, eléctrica, electrónica, química y profesiones afines",Escolarizada
178,5071200034,Ing. Fotónica,Licenciatura,Electricidad y generación de energía,Escolarizada
179,5071700019,Ing. Industrial,Licenciatura,Ingeniería industrial,Escolarizada
180,5062200055,Ing. Informática,Licenciatura,Informática,Escolarizada
181,5071300009,Ing. Mecánica Eléctrica,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
182,5071300014,Ing. Mecatrónica,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
183,5071400015,Ing. Química,Licenciatura,Ingeniería de procesos químicos,Escolarizada
184,5071300082,Ing. Robótica,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
185,5042000002,Lic. en Administración,Licenciatura,Planes multidisciplinarios o generales del campo de administración y gestión,Escolarizada
186,5042100065,Lic. en Administración de las Organizaciones,Licenciatura,Administración de empresas,No Escolarizada
187,5042100012,Lic. en Administración de Negocios,Licenciatura,Administración de empresas,Escolarizada
188,5041300007,Lic. en Administración Financiera y Sistemas,Licenciatura,"Finanzas, banca y seguros",Escolarizada
189,5042300027,Lic. en Administración Gubernamental y Políticas Públicas,Licenciatura,Administración pública,Escolarizada
190,5042100092,Lic. en Administración y Gestión Empresarial,Licenciatura,Administración de empresas,Escolarizada
191,5081100010,Lic. en Agrobiotecnología,Licenciatura,Producción y explotación agrícola y ganadera,Escolarizada
192,5041100021,Lic. en Agronegocios,Licenciatura,Negocios y comercio,Escolarizada
193,5031200004,Lic. en Antropología,Licenciatura,Sociología y antropología,Escolarizada
194,5073100009,Lic. en Arquitectura,Licenciatura,Arquitectura y urbanismo,Escolarizada
195,5021000002,Lic. en Artes,Licenciatura,Planes multidisciplinarios o generales del campo de artes,Escolarizada
196,5021400012,Lic. en Artes Audiovisuales,Licenciatura,Tecnologías audiovisuales para medios de comunicación,Escolarizada
197,5021200006,Lic. en Artes Escénicas,Licenciatura,Artes escénicas,Escolarizada
198,5021200054,Lic. en Artes Escénicas para la Expresión Dancística,Licenciatura,Artes escénicas,Escolarizada
199,5021200055,Lic. en Artes Escénicas para la Expresión Teatral,Licenciatura,Artes escénicas,Escolarizada
200,5021100004,Lic. en Artes Visuales,Licenciatura,Bellas artes,Escolarizada
201,5021000114,Lic. en Artes Visuales para la Expresión Fotográfica,Licenciatura,Planes multidisciplinarios o generales del campo de artes,Escolarizada
202,5021700002,Lic. en Artes Visuales para la Expresión Plástica,Licenciatura,Artesanía tradicional y manualidades,Escolarizada
203,5032200003,Lic. en Bibliotecología,Licenciatura,Biblioteconomía y archivonomía,No Escolarizada
204,5032200012,Lic. en Bibliotecología y Gestión del Conocimiento,Licenciatura,Biblioteconomía y archivonomía,No Escolarizada
205,5051100003,Lic. en Biología,Licenciatura,Biología,Escolarizada
206,5051100006,Lic. en Biología Marina,Licenciatura,Biología,Escolarizada
207,5072100018,Lic. en Ciencia de los Alimentos,Licenciatura,Industria de la alimentación,Escolarizada
208,5052200017,Lic. en Ciencia de Materiales,Licenciatura,Química,Escolarizada
209,5033200024,Lic. en Ciencias Forenses,Licenciatura,Criminología y criminalística,Escolarizada
210,5072100049,Lic. en Ciencias y Artes Culinarias,Licenciatura,Industria de la alimentación,Escolarizada
211,5093100002,Lic. en Cirujano Dentista,Licenciatura,Estomatología y odontología general,Escolarizada
212,5032100027,Lic. en Comunicación Pública,Licenciatura,Comunicación y periodismo,Escolarizada
213,5041400032,Lic. en Contaduría Pública,Licenciatura,Contabilidad y fiscalización,Escolarizada
214,5033200006,Lic. en Criminología,Licenciatura,Criminología y criminalística,Escolarizada
215,5101100015,Lic. en Cultura Física y Deportes,Licenciatura,Deportes,Escolarizada
216,5061000015,Lic. en Desarrollo de Sistemas Web,Licenciatura,Planes multidisciplinarios o generales del campo de innovación en tecnologías de la información y la comunicación,No Escolarizada
217,5011200004,Lic. en Desarrollo Educativo,Licenciatura,"Planeación, evaluación e investigación educativa",No Escolarizada
218,5042200024,Lic. en Desarrollo Turístico Sustentable,Licenciatura,Administración turísticas y de restaurantes,Escolarizada
219,5012603011,Lic. en Didáctica del Francés como Lengua Extranjera,Licenciatura,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
220,5021600062,Lic. en Diseño de Artesanía,Licenciatura,"Diseño industrial, de moda e interiores",Escolarizada
221,5021600017,Lic. en Diseño de Interiores y Ambientación,Licenciatura,"Diseño industrial, de moda e interiores",Escolarizada
222,5021600024,Lic. en Diseño de Modas,Licenciatura,"Diseño industrial, de moda e interiores",Escolarizada
223,5071100019,Lic. en Diseño Industrial,Licenciatura,Mecánica y profesiones afines al trabajo metálico,Escolarizada
224,5021500044,Lic. en Diseño para la Comunicación Gráfica,Licenciatura,Diseño y comunicación gráfica y editorial,Escolarizada
225,5021000110,"Lic. en Diseño, Arte y Tecnologías Interactivas",Licenciatura,Planes multidisciplinarios o generales del campo de artes,Escolarizada
226,5012603027,Lic. en Docencia del Inglés como Lengua Extranjera,Licenciatura,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
227,5031400003,Lic. en Economía,Licenciatura,Economía,Escolarizada
228,5011500002,Lic. en Educación,Licenciatura,Ciencias de la educación,Escolarizada
229,5092100006,Lic. en Enfermería,Licenciatura,Enfermería general y obstetricia,Escolarizada
230,5021500119,Lic. en Escritura Creativa,Licenciatura,Diseño y comunicación gráfica y editorial,Escolarizada
231,5022500001,Lic. en Estudios Liberales,Licenciatura,Historia y arqueología,Escolarizada
232,5031300010,Lic. en Estudios Políticos y Gobierno,Licenciatura,Ciencias políticas,Escolarizada
233,5022600002,Lic. en Filosofía,Licenciatura,Filosofía y ética,Escolarizada
234,5052100005,Lic. en Física,Licenciatura,Física y astronomía,Escolarizada
235,5052300015,Lic. en Geografía,Licenciatura,Ciencias de la tierra y de la atmósfera,Escolarizada
236,5031500008,Lic. en Gerontología,Licenciatura,Trabajo y atención social,Escolarizada
237,5021000007,Lic. en Gestión Cultural,Licenciatura,Planes multidisciplinarios o generales del campo de artes,No Escolarizada
238,5041100127,Lic. en Gestión de Negocios Gastronómicos,Licenciatura,Negocios y comercio,Escolarizada
239,5051300020,Lic. en Gestión y Economía Ambiental,Licenciatura,Ecología y ciencias ambientales,Escolarizada
240,5022500008,Lic. en Historia,Licenciatura,Historia y arqueología,Escolarizada
241,5021000010,Lic. en Historia del Arte,Licenciatura,Planes multidisciplinarios o generales del campo de artes,Escolarizada
242,5022000001,Lic. en Humanidades,Licenciatura,Planes multidisciplinarios o generales del campo de humanidades,Escolarizada
243,5072100033,Lic. en Ingeniería en Alimentos y Biotecnología,Licenciatura,Industria de la alimentación,Escolarizada
244,5022200040,Lic. en Lenguas y Culturas Extranjeras,Licenciatura,Adquisición de idiomas extranjeros,Escolarizada
245,5022300022,Lic. en Letras Hispánicas,Licenciatura,Literatura,Escolarizada
246,5053100004,Lic. en Matemáticas,Licenciatura,Matemáticas,Escolarizada
247,5082100001,Lic. en Medicina Veterinaria y Zootecnia,Licenciatura,Veterinaria,Escolarizada
248,5041200028,Lic. en Mercadotecnia,Licenciatura,Mercadotecnia y publicidad,Escolarizada
249,5041200075,Lic. en Mercadotecnia Digital,Licenciatura,Mercadotecnia y publicidad,No Escolarizada
250,5021300063,Lic. en Música,Licenciatura,Música,Escolarizada
251,5041100056,Lic. en Negocios Internacionales,Licenciatura,Negocios y comercio,Escolarizada
