name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
1 2020-2021 14MMS0607X BGAI Escolarizada,1,2020-2021,14MMS0607X,BGAI,Escolarizada,19,21,,40,1,0,,1,0,0,,0
2 2020-2021 14MMS0607X BGC Escolarizada,2,2020-2021,14MMS0607X,BGC,Escolarizada,1090,1465,,2555,18,29,,47,0,0,,0
3 2020-2021 14MMS0608W BGAI Escolarizada,3,2020-2021,14MMS0608W,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
4 2020-2021 14MMS0608W BGC Escolarizada,4,2020-2021,14MMS0608W,BGC,Escolarizada,1622,2063,,3685,24,24,,48,0,1,,1
5 2020-2021 14MMS0609V BGAI Escolarizada,5,2020-2021,14MMS0609V,BGAI,Escolarizada,50,51,,101,0,0,,0,0,0,,0
6 2020-2021 14MMS0609V BGC Escolarizada,6,2020-2021,14MMS0609V,BGC,Escolarizada,829,1351,,2180,16,13,,29,0,0,,0
7 2020-2021 14MMS0610K BGAI Escolarizada,7,2020-2021,14MMS0610K,BGAI,Escolarizada,80,63,,143,1,0,,1,0,0,,0
8 2020-2021 14MMS0610K BGC Escolarizada,8,2020-2021,14MMS0610K,BGC,Escolarizada,860,1359,,2219,13,23,,36,0,0,,0
9 2020-2021 14MMS0611J BGC Escolarizada,9,2020-2021,14MMS0611J,BGC,Escolarizada,988,1492,,2480,19,20,,39,0,0,,0
10 2020-2021 14MMS0612I BGC Escolarizada,10,2020-2021,14MMS0612I,BGC,Escolarizada,1704,2728,,4432,27,42,,69,0,3,,3
11 2020-2021 14MMS0613H BGC Escolarizada,11,2020-2021,14MMS0613H,BGC,Escolarizada,2307,2921,,5228,50,39,,89,6,9,,15
12 2020-2021 14MMS0614G 3101600003 Escolarizada,12,2020-2021,14MMS0614G,3101600003,Escolarizada,251,667,,918,7,11,,18,0,0,,0
13 2020-2021 14MMS0614G BGC Escolarizada,13,2020-2021,14MMS0614G,BGC,Escolarizada,1742,2739,,4481,34,47,,81,0,0,,0
14 2020-2021 14MMS0615F BGC Escolarizada,14,2020-2021,14MMS0615F,BGC,Escolarizada,889,1454,,2343,9,28,,37,0,0,,0
15 2020-2021 14MMS0616E 2071100002 Escolarizada,15,2020-2021,14MMS0616E,2071100002,Escolarizada,254,7,,261,3,0,,3,0,0,,0
16 2020-2021 14MMS0616E 2071400001 Escolarizada,16,2020-2021,14MMS0616E,2071400001,Escolarizada,236,337,,573,2,10,,12,0,0,,0
17 2020-2021 14MMS0616E 2092100004 Escolarizada,17,2020-2021,14MMS0616E,2092100004,Escolarizada,240,659,,899,3,5,,8,0,0,,0
18 2020-2021 14MMS0616E 3081100003 Escolarizada,18,2020-2021,14MMS0616E,3081100003,Escolarizada,250,208,,458,4,2,,6,0,0,,0
19 2020-2021 14MMS0616E BGC Escolarizada,19,2020-2021,14MMS0616E,BGC,Escolarizada,407,548,,955,9,12,,21,0,0,,0
20 2020-2021 14MMS0617D BGC Escolarizada,20,2020-2021,14MMS0617D,BGC,Escolarizada,474,664,,1138,7,6,,13,1,0,,1
21 2020-2021 14MMS0618C BGAI Escolarizada,21,2020-2021,14MMS0618C,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
22 2020-2021 14MMS0618C BGC Escolarizada,22,2020-2021,14MMS0618C,BGC,Escolarizada,713,932,,1645,9,10,,19,0,0,,0
23 2020-2021 14MMS0619B BGAI Escolarizada,23,2020-2021,14MMS0619B,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
24 2020-2021 14MMS0619B BGC Escolarizada,24,2020-2021,14MMS0619B,BGC,Escolarizada,588,779,,1367,19,13,,32,0,1,,1
25 2020-2021 14MMS0620R BGAI Escolarizada,25,2020-2021,14MMS0620R,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
26 2020-2021 14MMS0620R BGC Escolarizada,26,2020-2021,14MMS0620R,BGC,Escolarizada,225,271,,496,1,1,,2,0,0,,0
27 2020-2021 14MMS0621Q BGC Escolarizada,27,2020-2021,14MMS0621Q,BGC,Escolarizada,730,975,,1705,23,19,,42,0,0,,0
28 2020-2021 14MMS0622P BGC Escolarizada,28,2020-2021,14MMS0622P,BGC,Escolarizada,257,272,,529,5,9,,14,0,0,,0
29 2020-2021 14MMS0623O BGC Escolarizada,29,2020-2021,14MMS0623O,BGC,Escolarizada,1377,1972,,3349,22,36,,58,0,1,,1
30 2020-2021 14MMS0624N BGC Escolarizada,30,2020-2021,14MMS0624N,BGC,Escolarizada,290,397,,687,2,4,,6,0,1,,1
31 2020-2021 14MMS0625M BGAI Escolarizada,31,2020-2021,14MMS0625M,BGAI,Escolarizada,12,13,,25,0,0,,0,0,0,,0
32 2020-2021 14MMS0625M BGC Escolarizada,32,2020-2021,14MMS0625M,BGC,Escolarizada,283,328,,611,6,3,,9,21,20,,41
33 2020-2021 14MMS0626L BGC Escolarizada,33,2020-2021,14MMS0626L,BGC,Escolarizada,852,1193,,2045,15,37,,52,0,2,,2
34 2020-2021 14MMS0627K BGAI Escolarizada,34,2020-2021,14MMS0627K,BGAI,Escolarizada,6,15,,21,0,1,,1,0,0,,0
35 2020-2021 14MMS0627K BGC Escolarizada,35,2020-2021,14MMS0627K,BGC,Escolarizada,309,329,,638,0,0,,0,0,0,,0
36 2020-2021 14MMS0628J BGC Escolarizada,36,2020-2021,14MMS0628J,BGC,Escolarizada,827,1010,,1837,22,18,,40,0,1,,1
37 2020-2021 14MMS0629I BGAI Escolarizada,37,2020-2021,14MMS0629I,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
38 2020-2021 14MMS0629I BGC Escolarizada,38,2020-2021,14MMS0629I,BGC,Escolarizada,831,1084,,1915,18,24,,42,0,0,,0
39 2020-2021 14MMS0630Y BGC Escolarizada,39,2020-2021,14MMS0630Y,BGC,Escolarizada,943,1213,,2156,19,23,,42,1,0,,1
40 2020-2021 14MMS0631X BGC Escolarizada,40,2020-2021,14MMS0631X,BGC,Escolarizada,1430,1850,,3280,15,18,,33,3,2,,5
41 2020-2021 14MMS0632W 3042100026 Escolarizada,41,2020-2021,14MMS0632W,3042100026,Escolarizada,88,86,,174,1,0,,1,0,0,,0
42 2020-2021 14MMS0632W BGAI Escolarizada,42,2020-2021,14MMS0632W,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
43 2020-2021 14MMS0632W BGC Escolarizada,43,2020-2021,14MMS0632W,BGC,Escolarizada,1106,1417,,2523,24,19,,43,0,0,,0
44 2020-2021 14MMS0633V BGC Escolarizada,44,2020-2021,14MMS0633V,BGC,Escolarizada,214,284,,498,6,7,,13,0,2,,2
45 2020-2021 14MMS0634U BGC Escolarizada,45,2020-2021,14MMS0634U,BGC,Escolarizada,799,1224,,2023,26,30,,56,0,2,,2
46 2020-2021 14MMS0635T BGC Escolarizada,46,2020-2021,14MMS0635T,BGC,Escolarizada,620,762,,1382,19,26,,45,0,0,,0
47 2020-2021 14MMS0636S BGC Escolarizada,47,2020-2021,14MMS0636S,BGC,Escolarizada,1248,1470,,2718,13,17,,30,1,1,,2
48 2020-2021 14MMS0637R BGC Escolarizada,48,2020-2021,14MMS0637R,BGC,Escolarizada,359,417,,776,6,7,,13,1,0,,1
49 2020-2021 14MMS0638Q BGC Escolarizada,49,2020-2021,14MMS0638Q,BGC,Escolarizada,330,469,,799,1,0,,1,0,0,,0
50 2020-2021 14MMS0639P BGC Escolarizada,50,2020-2021,14MMS0639P,BGC,Escolarizada,262,291,,553,5,2,,7,0,0,,0
51 2020-2021 14MMS0640E BGC Escolarizada,51,2020-2021,14MMS0640E,BGC,Escolarizada,425,588,,1013,10,12,,22,0,0,,0
52 2020-2021 14MMS0641D BGC Escolarizada,52,2020-2021,14MMS0641D,BGC,Escolarizada,203,267,,470,4,4,,8,0,1,,1
53 2020-2021 14MMS0642C BGC Escolarizada,53,2020-2021,14MMS0642C,BGC,Escolarizada,267,370,,637,4,11,,15,0,0,,0
54 2020-2021 14MMS0643B BGAI Escolarizada,54,2020-2021,14MMS0643B,BGAI,Escolarizada,17,10,,27,0,0,,0,0,0,,0
55 2020-2021 14MMS0643B BGC Escolarizada,55,2020-2021,14MMS0643B,BGC,Escolarizada,473,534,,1007,3,4,,7,0,0,,0
56 2020-2021 14MMS0644A BGC Escolarizada,56,2020-2021,14MMS0644A,BGC,Escolarizada,386,416,,802,2,1,,3,0,0,,0
57 2020-2021 14MMS0645Z 3021700001 Escolarizada,57,2020-2021,14MMS0645Z,3021700001,Escolarizada,100,134,,234,1,2,,3,0,0,,0
58 2020-2021 14MMS0645Z 3042100001 Escolarizada,58,2020-2021,14MMS0645Z,3042100001,Escolarizada,151,264,,415,4,5,,9,0,0,,0
59 2020-2021 14MMS0645Z BGAI Escolarizada,59,2020-2021,14MMS0645Z,BGAI,Escolarizada,54,57,,111,1,0,,1,0,0,,0
60 2020-2021 14MMS0645Z BGC Escolarizada,60,2020-2021,14MMS0645Z,BGC,Escolarizada,1171,1883,,3054,20,35,,55,0,0,,0
61 2020-2021 14MMS0646Z BGC Escolarizada,61,2020-2021,14MMS0646Z,BGC,Escolarizada,2612,2566,,5178,35,20,,55,2,2,,4
62 2020-2021 14MMS0647Y BGAI Escolarizada,62,2020-2021,14MMS0647Y,BGAI,Escolarizada,10,11,,21,0,0,,0,0,0,,0
63 2020-2021 14MMS0647Y BGC Escolarizada,63,2020-2021,14MMS0647Y,BGC,Escolarizada,1268,1816,,3084,13,21,,34,3,1,,4
64 2020-2021 14MMS0648X BGC Escolarizada,64,2020-2021,14MMS0648X,BGC,Escolarizada,1255,1891,,3146,18,24,,42,0,6,,6
65 2020-2021 14MMS0649W BGAI Escolarizada,65,2020-2021,14MMS0649W,BGAI,Escolarizada,36,37,,73,0,0,,0,0,0,,0
66 2020-2021 14MMS0649W BGC Escolarizada,66,2020-2021,14MMS0649W,BGC,Escolarizada,1814,2478,,4292,23,29,,52,3,4,,7
67 2020-2021 14MMS0650L 3093100005 Escolarizada,67,2020-2021,14MMS0650L,3093100005,Escolarizada,128,322,,450,2,3,,5,0,0,,0
68 2020-2021 14MMS0650L 3095300007 Escolarizada,68,2020-2021,14MMS0650L,3095300007,Escolarizada,139,336,,475,1,4,,5,0,0,,0
69 2020-2021 14MMS0650L BGAI Escolarizada,69,2020-2021,14MMS0650L,BGAI,Escolarizada,82,71,,153,0,0,,0,0,0,,0
70 2020-2021 14MMS0650L BGC Escolarizada,70,2020-2021,14MMS0650L,BGC,Escolarizada,1305,1744,,3049,19,23,,42,0,0,,0
71 2020-2021 14MMS0651K 3101600003 Escolarizada,71,2020-2021,14MMS0651K,3101600003,Escolarizada,111,143,,254,1,5,,6,0,0,,0
72 2020-2021 14MMS0651K BGAI Escolarizada,72,2020-2021,14MMS0651K,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
73 2020-2021 14MMS0651K BGC Escolarizada,73,2020-2021,14MMS0651K,BGC,Escolarizada,432,615,,1047,7,13,,20,0,2,,2
74 2020-2021 14MMS0652J BGC Escolarizada,74,2020-2021,14MMS0652J,BGC,Escolarizada,256,321,,577,7,15,,22,0,0,,0
75 2020-2021 14MMS0653I BGC Escolarizada,75,2020-2021,14MMS0653I,BGC,Escolarizada,520,645,,1165,6,8,,14,0,1,,1
76 2020-2021 14MMS0654H BGAI Escolarizada,76,2020-2021,14MMS0654H,BGAI,Escolarizada,26,23,,49,0,0,,0,0,0,,0
77 2020-2021 14MMS0654H BGC Escolarizada,77,2020-2021,14MMS0654H,BGC,Escolarizada,607,1023,,1630,8,13,,21,0,1,,1
78 2020-2021 14MMS0655G BGC Escolarizada,78,2020-2021,14MMS0655G,BGC,Escolarizada,740,856,,1596,4,5,,9,1,3,,4
79 2020-2021 14MMS0656F BGC Escolarizada,79,2020-2021,14MMS0656F,BGC,Escolarizada,236,235,,471,1,0,,1,0,0,,0
80 2020-2021 14MMS0657E BGAI Escolarizada,80,2020-2021,14MMS0657E,BGAI,Escolarizada,176,159,,335,0,0,,0,0,0,,0
81 2020-2021 14MMS0657E BGC Escolarizada,81,2020-2021,14MMS0657E,BGC,Escolarizada,951,1297,,2248,10,14,,24,0,0,,0
82 2020-2021 14MMS0658D BGC Escolarizada,82,2020-2021,14MMS0658D,BGC,Escolarizada,625,805,,1430,15,13,,28,0,0,,0
83 2020-2021 14MMS0659C 3042100026 Escolarizada,83,2020-2021,14MMS0659C,3042100026,Escolarizada,102,96,,198,6,2,,8,0,0,,0
84 2020-2021 14MMS0659C BGC Escolarizada,84,2020-2021,14MMS0659C,BGC,Escolarizada,304,439,,743,4,18,,22,0,0,,0
85 2020-2021 14MMS0660S 3042000001 Escolarizada,85,2020-2021,14MMS0660S,3042000001,Escolarizada,94,88,,182,0,0,,0,0,0,,0
86 2020-2021 14MMS0660S 3101600003 Escolarizada,86,2020-2021,14MMS0660S,3101600003,Escolarizada,61,102,,163,0,0,,0,0,0,,0
87 2020-2021 14MMS0660S BGC Escolarizada,87,2020-2021,14MMS0660S,BGC,Escolarizada,395,321,,716,1,0,,1,0,0,,0
88 2020-2021 14MMS0661R BGC Escolarizada,88,2020-2021,14MMS0661R,BGC,Escolarizada,92,104,,196,2,1,,3,0,0,,0
89 2020-2021 14MMS0662Q BGC Escolarizada,89,2020-2021,14MMS0662Q,BGC,Escolarizada,135,145,,280,0,0,,0,0,0,,0
90 2020-2021 14MMS0663P BGC Escolarizada,90,2020-2021,14MMS0663P,BGC,Escolarizada,78,84,,162,1,2,,3,0,0,,0
91 2020-2021 14MMS0664O BGC Escolarizada,91,2020-2021,14MMS0664O,BGC,Escolarizada,75,83,,158,0,1,,1,0,0,,0
92 2020-2021 14MMS0665N BGC Escolarizada,92,2020-2021,14MMS0665N,BGC,Escolarizada,115,130,,245,2,1,,3,0,0,,0
93 2020-2021 14MMS0666M BGC Escolarizada,93,2020-2021,14MMS0666M,BGC,Escolarizada,126,158,,284,2,8,,10,0,0,,0
94 2020-2021 14MMS0667L BGC Escolarizada,94,2020-2021,14MMS0667L,BGC,Escolarizada,109,203,,312,0,0,,0,0,0,,0
95 2020-2021 14MMS0668K BGC Escolarizada,95,2020-2021,14MMS0668K,BGC,Escolarizada,246,345,,591,3,3,,6,0,0,,0
96 2020-2021 14MMS0669J BGC Escolarizada,96,2020-2021,14MMS0669J,BGC,Escolarizada,123,157,,280,1,3,,4,0,0,,0
97 2020-2021 14MMS0670Z BGC Escolarizada,97,2020-2021,14MMS0670Z,BGC,Escolarizada,77,80,,157,0,1,,1,0,0,,0
98 2020-2021 14MMS0671Y BGC Escolarizada,98,2020-2021,14MMS0671Y,BGC,Escolarizada,73,87,,160,0,0,,0,0,0,,0
99 2020-2021 14MMS0672X BGC Escolarizada,99,2020-2021,14MMS0672X,BGC,Escolarizada,27,32,,59,0,0,,0,0,0,,0
100 2020-2021 14MMS0673W BGC Escolarizada,100,2020-2021,14MMS0673W,BGC,Escolarizada,118,119,,237,0,2,,2,0,0,,0
101 2020-2021 14MMS0674V BGC Escolarizada,101,2020-2021,14MMS0674V,BGC,Escolarizada,76,85,,161,0,0,,0,0,0,,0
102 2020-2021 14MMS0675U BGC Escolarizada,102,2020-2021,14MMS0675U,BGC,Escolarizada,56,80,,136,1,1,,2,0,0,,0
103 2020-2021 14MMS0676T BGC Escolarizada,103,2020-2021,14MMS0676T,BGC,Escolarizada,123,126,,249,1,0,,1,0,0,,0
104 2020-2021 14MMS0677S BGC Escolarizada,104,2020-2021,14MMS0677S,BGC,Escolarizada,116,131,,247,0,0,,0,0,0,,0
105 2020-2021 14MMS0678R BGC Escolarizada,105,2020-2021,14MMS0678R,BGC,Escolarizada,133,110,,243,0,0,,0,0,0,,0
106 2020-2021 14MMS0679Q BGC Escolarizada,106,2020-2021,14MMS0679Q,BGC,Escolarizada,186,164,,350,1,0,,1,0,0,,0
107 2020-2021 14MMS0680F BGC Escolarizada,107,2020-2021,14MMS0680F,BGC,Escolarizada,110,104,,214,0,1,,1,0,0,,0
108 2020-2021 14MMS0681E BGC Escolarizada,108,2020-2021,14MMS0681E,BGC,Escolarizada,95,103,,198,0,1,,1,0,0,,0
109 2020-2021 14MMS0682D BGC Escolarizada,109,2020-2021,14MMS0682D,BGC,Escolarizada,141,156,,297,2,2,,4,0,0,,0
110 2020-2021 14MMS0683C BGC Escolarizada,110,2020-2021,14MMS0683C,BGC,Escolarizada,161,171,,332,1,1,,2,0,1,,1
111 2020-2021 14MMS0684B BGC Escolarizada,111,2020-2021,14MMS0684B,BGC,Escolarizada,60,74,,134,0,0,,0,0,0,,0
112 2020-2021 14MMS0685A BGAI Escolarizada,112,2020-2021,14MMS0685A,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
113 2020-2021 14MMS0685A BGC Escolarizada,113,2020-2021,14MMS0685A,BGC,Escolarizada,191,196,,387,3,2,,5,6,11,,17
114 2020-2021 14MMS0686Z BGC Escolarizada,114,2020-2021,14MMS0686Z,BGC,Escolarizada,120,128,,248,1,0,,1,50,41,,91
115 2020-2021 14MMS0687Z BGC Escolarizada,115,2020-2021,14MMS0687Z,BGC,Escolarizada,57,57,,114,0,1,,1,5,2,,7
116 2020-2021 14MMS0688Y BGC Escolarizada,116,2020-2021,14MMS0688Y,BGC,Escolarizada,95,117,,212,1,0,,1,4,7,,11
117 2020-2021 14MMS0689X BGC Escolarizada,117,2020-2021,14MMS0689X,BGC,Escolarizada,64,55,,119,0,0,,0,0,0,,0
118 2020-2021 14MMS0690M BGC Escolarizada,118,2020-2021,14MMS0690M,BGC,Escolarizada,23,42,,65,0,0,,0,0,0,,0
119 2020-2021 14MMS0691L BGC Escolarizada,119,2020-2021,14MMS0691L,BGC,Escolarizada,76,108,,184,0,0,,0,0,0,,0
120 2020-2021 14MMS0692K BGC Escolarizada,120,2020-2021,14MMS0692K,BGC,Escolarizada,116,114,,230,3,1,,4,0,0,,0
121 2020-2021 14MMS0693J BGC Escolarizada,121,2020-2021,14MMS0693J,BGC,Escolarizada,337,345,,682,1,1,,2,0,1,,1
122 2020-2021 14MMS0694I BGC Escolarizada,122,2020-2021,14MMS0694I,BGC,Escolarizada,79,113,,192,1,1,,2,0,0,,0
123 2020-2021 14MMS0695H BGC Escolarizada,123,2020-2021,14MMS0695H,BGC,Escolarizada,180,226,,406,6,4,,10,0,0,,0
124 2020-2021 14MMS0696G BGC Escolarizada,124,2020-2021,14MMS0696G,BGC,Escolarizada,207,296,,503,0,2,,2,0,0,,0
125 2020-2021 14MMS0697F BGC Escolarizada,125,2020-2021,14MMS0697F,BGC,Escolarizada,107,105,,212,1,1,,2,0,0,,0
126 2020-2021 14MMS0698E BGC Escolarizada,126,2020-2021,14MMS0698E,BGC,Escolarizada,218,186,,404,0,0,,0,0,0,,0
127 2020-2021 14MMS0699D 3081100003 Escolarizada,127,2020-2021,14MMS0699D,3081100003,Escolarizada,46,42,,88,0,0,,0,0,0,,0
128 2020-2021 14MMS0699D BGC Escolarizada,128,2020-2021,14MMS0699D,BGC,Escolarizada,143,159,,302,4,0,,4,0,0,,0
129 2020-2021 14MMS0700C BGC Escolarizada,129,2020-2021,14MMS0700C,BGC,Escolarizada,112,134,,246,0,0,,0,0,0,,0
130 2020-2021 14MMS0701B BGC Escolarizada,130,2020-2021,14MMS0701B,BGC,Escolarizada,380,465,,845,4,9,,13,2,0,,2
131 2020-2021 14MMS0702A BGC Escolarizada,131,2020-2021,14MMS0702A,BGC,Escolarizada,83,75,,158,2,2,,4,0,0,,0
132 2020-2021 14MMS0703Z BGC Escolarizada,132,2020-2021,14MMS0703Z,BGC,Escolarizada,124,134,,258,0,0,,0,0,0,,0
133 2020-2021 14MMS0704Z BGC Escolarizada,133,2020-2021,14MMS0704Z,BGC,Escolarizada,76,77,,153,0,0,,0,0,0,,0
134 2020-2021 14MMS0705Y BGC Escolarizada,134,2020-2021,14MMS0705Y,BGC,Escolarizada,310,370,,680,6,7,,13,0,1,,1
135 2020-2021 14MMS0706X BGC Escolarizada,135,2020-2021,14MMS0706X,BGC,Escolarizada,411,469,,880,13,8,,21,0,0,,0
136 2020-2021 14MMS0707W BGC Escolarizada,136,2020-2021,14MMS0707W,BGC,Escolarizada,355,413,,768,0,2,,2,0,0,,0
137 2020-2021 14MMS0708V BGC Escolarizada,137,2020-2021,14MMS0708V,BGC,Escolarizada,295,326,,621,2,3,,5,0,0,,0
138 2020-2021 14MMS0709U BGC Escolarizada,138,2020-2021,14MMS0709U,BGC,Escolarizada,207,197,,404,0,0,,0,1,0,,1
139 2020-2021 14MMS0710J BGC Escolarizada,139,2020-2021,14MMS0710J,BGC,Escolarizada,174,195,,369,0,1,,1,2,0,,2
140 2020-2021 14MMS0711I BGC Escolarizada,140,2020-2021,14MMS0711I,BGC,Escolarizada,96,99,,195,1,0,,1,0,0,,0
141 2020-2021 14MMS0712H BGC Escolarizada,141,2020-2021,14MMS0712H,BGC,Escolarizada,227,282,,509,0,0,,0,0,0,,0
142 2020-2021 14MMS0713G BGC Escolarizada,142,2020-2021,14MMS0713G,BGC,Escolarizada,249,292,,541,6,3,,9,0,0,,0
143 2020-2021 14MMS0714F BGC Escolarizada,143,2020-2021,14MMS0714F,BGC,Escolarizada,182,215,,397,5,6,,11,0,0,,0
144 2020-2021 14MMS0715E BGC Escolarizada,144,2020-2021,14MMS0715E,BGC,Escolarizada,109,143,,252,4,5,,9,0,0,,0
145 2020-2021 14MMS0716D BGC Escolarizada,145,2020-2021,14MMS0716D,BGC,Escolarizada,155,189,,344,0,0,,0,0,0,,0
146 2020-2021 14MMS0717C 3042000001 Escolarizada,146,2020-2021,14MMS0717C,3042000001,Escolarizada,47,40,,87,0,0,,0,0,0,,0
147 2020-2021 14MMS0717C 3101600003 Escolarizada,147,2020-2021,14MMS0717C,3101600003,Escolarizada,21,41,,62,0,0,,0,0,0,,0
148 2020-2021 14MMS0717C BGC Escolarizada,148,2020-2021,14MMS0717C,BGC,Escolarizada,256,240,,496,2,0,,2,0,0,,0
149 2020-2021 14MMS0718B 3042000001 Escolarizada,149,2020-2021,14MMS0718B,3042000001,Escolarizada,42,37,,79,0,0,,0,0,0,,0
150 2020-2021 14MMS0718B 3101600003 Escolarizada,150,2020-2021,14MMS0718B,3101600003,Escolarizada,67,103,,170,0,0,,0,0,0,,0
151 2020-2021 14MMS0718B BGC Escolarizada,151,2020-2021,14MMS0718B,BGC,Escolarizada,213,244,,457,0,0,,0,0,0,,0
152 2020-2021 14MMS0719A BGC Escolarizada,152,2020-2021,14MMS0719A,BGC,Escolarizada,111,123,,234,0,0,,0,0,0,,0
153 2020-2021 14MMS0720Q BGC Escolarizada,153,2020-2021,14MMS0720Q,BGC,Escolarizada,177,227,,404,0,0,,0,0,0,,0
154 2020-2021 14MMS0721P BGC Escolarizada,154,2020-2021,14MMS0721P,BGC,Escolarizada,210,304,,514,5,7,,12,0,1,,1
155 2020-2021 14MMS0722O BGC Escolarizada,155,2020-2021,14MMS0722O,BGC,Escolarizada,246,267,,513,2,5,,7,1,0,,1
156 2020-2021 14MMS0723N BGC Escolarizada,156,2020-2021,14MMS0723N,BGC,Escolarizada,62,71,,133,1,0,,1,0,0,,0
157 2020-2021 14MMS0724M BGC Escolarizada,157,2020-2021,14MMS0724M,BGC,Escolarizada,108,133,,241,0,0,,0,0,0,,0
158 2020-2021 14MMS0725L BGC Escolarizada,158,2020-2021,14MMS0725L,BGC,Escolarizada,56,72,,128,0,0,,0,0,0,,0
159 2020-2021 14MMS0726K BGC Escolarizada,159,2020-2021,14MMS0726K,BGC,Escolarizada,47,54,,101,0,0,,0,0,0,,0
160 2020-2021 14MMS0727J BGC Escolarizada,160,2020-2021,14MMS0727J,BGC,Escolarizada,53,76,,129,0,0,,0,0,0,,0
161 2020-2021 14MMS0728I BGC Escolarizada,161,2020-2021,14MMS0728I,BGC,Escolarizada,71,73,,144,2,1,,3,0,0,,0
162 2020-2021 14MMS0730X BGC Escolarizada,162,2020-2021,14MMS0730X,BGC,Escolarizada,86,81,,167,0,0,,0,0,0,,0
163 2020-2021 14MMS0731W BGC Escolarizada,163,2020-2021,14MMS0731W,BGC,Escolarizada,82,61,,143,1,0,,1,3,1,,4
164 2020-2021 14MMS0732V BGC Escolarizada,164,2020-2021,14MMS0732V,BGC,Escolarizada,117,99,,216,0,2,,2,0,1,,1
165 2020-2021 14MMS0733U BGC Escolarizada,165,2020-2021,14MMS0733U,BGC,Escolarizada,63,52,,115,0,0,,0,0,0,,0
166 2020-2021 14MMS0734T BGC Escolarizada,166,2020-2021,14MMS0734T,BGC,Escolarizada,43,41,,84,0,1,,1,5,3,,8
167 2020-2021 14MMS0735S BGC Escolarizada,167,2020-2021,14MMS0735S,BGC,Escolarizada,54,44,,98,1,3,,4,0,0,,0
168 2020-2021 14MMS0736R BGC Escolarizada,168,2020-2021,14MMS0736R,BGC,Escolarizada,58,50,,108,0,0,,0,0,0,,0
169 2020-2021 14MMS0737Q BGC Escolarizada,169,2020-2021,14MMS0737Q,BGC,Escolarizada,45,53,,98,0,2,,2,0,0,,0
